Nombre,RUT,Curso,Sección,Asignatura,Profesor,Fecha,Tipo,Nota
Marcos Nunez,10000832-7,2do Medio,A,Física,Teresa Diaz,12-07-2025,evaluacion,66
Marcos Cruz,10000837-8,2do Medio,A,Física,Teresa Diaz,12-07-2025,evaluacion,50
Marcos Tapia,10000843-2,2do Medio,A,Física,Teresa Diaz,12-07-2025,evaluacion,94
Marcos Serrano,10000844-0,2do Medio,A,Física,Teresa Diaz,12-07-2025,evaluacion,100
Patricia Lopez,10000850-5,2do Medio,A,Física,Teresa Diaz,12-07-2025,evaluacion,42
Patricia Gomez,10000854-8,2do Medio,A,Física,Teresa Diaz,12-07-2025,evaluacion,52
Marcos Herrera,10000813-0,2do Medio,A,Filosofía,Melisa Segura,12-07-2025,evaluacion,78
Marcos Navarro,10000814-9,2do Medio,A,Filosofía,Melisa Segura,12-07-2025,evaluacion,73
Marcos Cortes,10000829-7,2do Medio,A,Filosofía,Melisa Segura,12-07-2025,evaluacion,91
Marcos Nunez,10000832-7,2do Medio,A,Filosofía,Melisa Segura,12-07-2025,evaluacion,54
Marcos Cruz,10000837-8,2do Medio,A,Filosofía,Melisa Segura,12-07-2025,evaluacion,71
Marcos Tapia,10000843-2,2do Medio,A,Filosofía,Melisa Segura,12-07-2025,evaluacion,86
Marcos Serrano,10000844-0,2do Medio,A,Filosofía,Melisa Segura,12-07-2025,evaluacion,79
Patricia Lopez,10000850-5,2do Medio,A,Filosofía,Melisa Segura,12-07-2025,evaluacion,67
Patricia Gomez,10000854-8,2do Medio,A,Filosofía,Melisa Segura,12-07-2025,evaluacion,54
Sofia Rojas,10000272-8,4to Básico,A,Ciencias Naturales,Mariana López,13-07-2025,tarea,37
Sofia Ibarra,10000280-9,4to Básico,A,Ciencias Naturales,Mariana López,13-07-2025,tarea,70
Sofia Aguirre,10000291-4,4to Básico,A,Ciencias Naturales,Mariana López,13-07-2025,tarea,100
Sofia Leiva,10000292-2,4to Básico,A,Ciencias Naturales,Mariana López,13-07-2025,tarea,96
Sofia Sepulveda,10000297-3,4to Básico,A,Ciencias Naturales,Mariana López,13-07-2025,tarea,60
Javier Perez,10000303-1,4to Básico,A,Ciencias Naturales,Mariana López,13-07-2025,tarea,77
Javier Martinez,10000305-8,4to Básico,A,Ciencias Naturales,Mariana López,13-07-2025,tarea,30
Mariana Vera,10000361-9,5to Básico,A,Lenguaje y Comunicación,Ruben Alvarez,13-07-2025,prueba,94
Mariana Herrera,10000363-5,5to Básico,A,Lenguaje y Comunicación,Ruben Alvarez,13-07-2025,prueba,30
Mariana Vargas,10000386-4,5to Básico,A,Lenguaje y Comunicación,Ruben Alvarez,13-07-2025,prueba,71
Mariana Cruz,10000387-2,5to Básico,A,Lenguaje y Comunicación,Ruben Alvarez,13-07-2025,prueba,72
Mariana Carmona,10000395-3,5to Básico,A,Lenguaje y Comunicación,Ruben Alvarez,13-07-2025,prueba,95
Mariana Quinteros,10000396-1,5to Básico,A,Lenguaje y Comunicación,Ruben Alvarez,13-07-2025,prueba,86
Carla Ramirez,10000456-9,6to Básico,A,Matemáticas,Natalia Castro,13-07-2025,tarea,64
Carla Herrera,10000463-1,6to Básico,A,Matemáticas,Natalia Castro,13-07-2025,tarea,65
Carla Fuentes,10000467-4,6to Básico,A,Matemáticas,Natalia Castro,13-07-2025,tarea,92
Carla Alvarez,10000469-0,6to Básico,A,Matemáticas,Natalia Castro,13-07-2025,tarea,59
Carla Palma,10000471-2,6to Básico,A,Matemáticas,Natalia Castro,13-07-2025,tarea,100
Carla Rojas,10000472-0,6to Básico,A,Matemáticas,Natalia Castro,13-07-2025,tarea,99
Carla Soto,10000476-3,6to Básico,A,Matemáticas,Natalia Castro,13-07-2025,tarea,48
Carla Vargas,10000486-0,6to Básico,A,Matemáticas,Natalia Castro,13-07-2025,tarea,97
Carla Aguirre,10000491-7,6to Básico,A,Matemáticas,Natalia Castro,13-07-2025,tarea,63
Carla Serrano,10000494-1,6to Básico,A,Matemáticas,Natalia Castro,13-07-2025,tarea,98
Teresa Cruz,10000587-5,7mo Básico,B,"Historia, Geografía y Ciencias Sociales",Felipe Mendez,13-07-2025,tarea,78
Teresa Valenzuela,10000588-3,7mo Básico,B,"Historia, Geografía y Ciencias Sociales",Felipe Mendez,13-07-2025,tarea,100
Teresa Quinteros,10000596-4,7mo Básico,B,"Historia, Geografía y Ciencias Sociales",Felipe Mendez,13-07-2025,tarea,91
Teresa Campos,10000599-9,7mo Básico,B,"Historia, Geografía y Ciencias Sociales",Felipe Mendez,13-07-2025,tarea,84
Juan Martinez,10000605-7,7mo Básico,B,"Historia, Geografía y Ciencias Sociales",Felipe Mendez,13-07-2025,tarea,82
Juan Morales,10000609-K,7mo Básico,B,"Historia, Geografía y Ciencias Sociales",Felipe Mendez,13-07-2025,tarea,90
Juan Rodriguez,10000610-3,7mo Básico,B,"Historia, Geografía y Ciencias Sociales",Felipe Mendez,13-07-2025,tarea,34
Juan Arancibia,10000618-9,7mo Básico,B,"Historia, Geografía y Ciencias Sociales",Felipe Mendez,13-07-2025,tarea,44
Juan Castro,10000620-0,7mo Básico,B,"Historia, Geografía y Ciencias Sociales",Felipe Mendez,13-07-2025,tarea,43
Juan Bravo,10000624-3,7mo Básico,B,"Historia, Geografía y Ciencias Sociales",Felipe Mendez,13-07-2025,tarea,97
Sandra Sepulveda,10000797-5,1ro Medio,B,Física,Luis Díaz,13-07-2025,evaluacion,100
Sandra Campos,10000799-1,1ro Medio,B,Física,Luis Díaz,13-07-2025,evaluacion,74
Marcos Sanchez,10000808-4,1ro Medio,B,Física,Luis Díaz,13-07-2025,evaluacion,99
Esteban Martinez,10000905-6,3ro Medio,A,Educación Ciudadana,Marcos Seguel,13-07-2025,evaluacion,51
Esteban Valenzuela,10000938-2,3ro Medio,A,Educación Ciudadana,Marcos Seguel,13-07-2025,evaluacion,94
Martin Miranda,10000234-5,3ro Básico,B,"Historia, Geografía y Ciencias Sociales",Sofía Martínez,14-07-2025,evaluacion,100
Mariana Vera,10000361-9,5to Básico,A,Matemáticas,Ruben Alvarez,14-07-2025,tarea,95
Mariana Herrera,10000363-5,5to Básico,A,Matemáticas,Ruben Alvarez,14-07-2025,tarea,44
Mariana Vargas,10000386-4,5to Básico,A,Matemáticas,Ruben Alvarez,14-07-2025,tarea,46
Mariana Cruz,10000387-2,5to Básico,A,Matemáticas,Ruben Alvarez,14-07-2025,tarea,45
Mariana Carmona,10000395-3,5to Básico,A,Matemáticas,Ruben Alvarez,14-07-2025,tarea,83
Mariana Quinteros,10000396-1,5to Básico,A,Matemáticas,Ruben Alvarez,14-07-2025,tarea,59
Jose Fernandez,10000702-9,8vo Básico,B,Lenguaje y Comunicación,Gustavo Farias,14-07-2025,evaluacion,88
Jose Rodriguez,10000710-K,8vo Básico,B,Lenguaje y Comunicación,Gustavo Farias,14-07-2025,evaluacion,90
Jose Silva,10000715-0,8vo Básico,B,Lenguaje y Comunicación,Gustavo Farias,14-07-2025,evaluacion,92
Jose Munoz,10000716-9,8vo Básico,B,Lenguaje y Comunicación,Gustavo Farias,14-07-2025,evaluacion,72
Esteban Martinez,10000905-6,3ro Medio,A,Filosofía,Marcos Seguel,14-07-2025,prueba,67
Esteban Valenzuela,10000938-2,3ro Medio,A,Filosofía,Marcos Seguel,14-07-2025,prueba,97
Esteban Carmona,10000945-5,3ro Medio,B,Química,Daniela Segura,14-07-2025,evaluacion,77
Veronica Fernandez,10000952-8,3ro Medio,B,Química,Daniela Segura,14-07-2025,evaluacion,54
Veronica Diaz,10000957-9,3ro Medio,B,Química,Daniela Segura,14-07-2025,evaluacion,42
Veronica Rodriguez,10000960-9,3ro Medio,B,Química,Daniela Segura,14-07-2025,evaluacion,78
Veronica Arancibia,10000968-4,3ro Medio,B,Química,Daniela Segura,14-07-2025,evaluacion,58
Veronica Carmona,10000995-1,4to Medio,A,Biología,Adriana Velez,14-07-2025,prueba,100
Andres Castro,10001020-8,4to Medio,A,Biología,Adriana Velez,14-07-2025,prueba,93
Andres Soto,10001026-7,4to Medio,A,Biología,Adriana Velez,14-07-2025,prueba,94
Andres Ortiz,10001027-5,4to Medio,A,Biología,Adriana Velez,14-07-2025,prueba,67
Catalina Gomez,10001054-2,4to Medio,B,Química,Doris Castro,14-07-2025,evaluacion,55
Catalina Cortes,10001079-8,4to Medio,B,Química,Doris Castro,14-07-2025,evaluacion,92
Catalina Gomez,10001054-2,4to Medio,B,Educación Ciudadana,Felipe Castro,14-07-2025,evaluacion,32
Catalina Cortes,10001079-8,4to Medio,B,Educación Ciudadana,Felipe Castro,14-07-2025,evaluacion,98
Pedro Molina,10000090-3,2do Básico,A,Matemáticas,Lucía Fernández,15-07-2025,prueba,88
Lucia Perez,10000103-9,2do Básico,A,Matemáticas,Lucía Fernández,15-07-2025,prueba,94
Lucia Ramirez,10000106-3,2do Básico,A,Matemáticas,Lucía Fernández,15-07-2025,prueba,42
Lucia Mendez,10000123-3,2do Básico,A,Matemáticas,Lucía Fernández,15-07-2025,prueba,37
Javier Arancibia,10000318-K,4to Básico,B,Matemáticas,Javier Ramírez,15-07-2025,evaluacion,99
Javier Serrano,10000344-9,4to Básico,B,Matemáticas,Javier Ramírez,15-07-2025,evaluacion,86
Carla Ramirez,10000456-9,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,15-07-2025,prueba,67
Carla Herrera,10000463-1,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,15-07-2025,prueba,50
Carla Fuentes,10000467-4,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,15-07-2025,prueba,89
Carla Alvarez,10000469-0,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,15-07-2025,prueba,80
Carla Palma,10000471-2,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,15-07-2025,prueba,78
Carla Rojas,10000472-0,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,15-07-2025,prueba,36
Carla Soto,10000476-3,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,15-07-2025,prueba,31
Carla Vargas,10000486-0,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,15-07-2025,prueba,69
Carla Aguirre,10000491-7,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,15-07-2025,prueba,85
Carla Serrano,10000494-1,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,15-07-2025,prueba,50
Miguel Morales,10000509-3,6to Básico,B,"Historia, Geografía y Ciencias Sociales",Claudia Rojas,15-07-2025,evaluacion,41
Miguel Arancibia,10000518-2,6to Básico,B,"Historia, Geografía y Ciencias Sociales",Claudia Rojas,15-07-2025,evaluacion,85
Miguel Ibarra,10000530-1,6to Básico,B,"Historia, Geografía y Ciencias Sociales",Claudia Rojas,15-07-2025,evaluacion,45
Miguel Nunez,10000532-8,6to Básico,B,"Historia, Geografía y Ciencias Sociales",Claudia Rojas,15-07-2025,evaluacion,61
Miguel Cruz,10000537-9,6to Básico,B,"Historia, Geografía y Ciencias Sociales",Claudia Rojas,15-07-2025,evaluacion,38
Miguel Valenzuela,10000538-7,6to Básico,B,"Historia, Geografía y Ciencias Sociales",Claudia Rojas,15-07-2025,evaluacion,91
Jose Mendez,10000723-1,1ro Medio,A,Filosofía,Pedro Segura,15-07-2025,evaluacion,54
Jose Ortiz,10000727-4,1ro Medio,A,Filosofía,Pedro Segura,15-07-2025,evaluacion,59
Jose Salinas,10000731-2,1ro Medio,A,Filosofía,Pedro Segura,15-07-2025,evaluacion,94
Jose Molina,10000740-1,1ro Medio,A,Filosofía,Pedro Segura,15-07-2025,evaluacion,30
Sandra Herrera,10000763-0,1ro Medio,A,Filosofía,Pedro Segura,15-07-2025,evaluacion,60
Marcos Herrera,10000813-0,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,15-07-2025,prueba,99
Marcos Navarro,10000814-9,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,15-07-2025,prueba,72
Marcos Cortes,10000829-7,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,15-07-2025,prueba,92
Marcos Nunez,10000832-7,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,15-07-2025,prueba,60
Marcos Cruz,10000837-8,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,15-07-2025,prueba,50
Marcos Tapia,10000843-2,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,15-07-2025,prueba,88
Marcos Serrano,10000844-0,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,15-07-2025,prueba,49
Patricia Lopez,10000850-5,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,15-07-2025,prueba,38
Patricia Gomez,10000854-8,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,15-07-2025,prueba,46
Esteban Martinez,10000905-6,3ro Medio,A,Biología,Jose Perez,15-07-2025,prueba,96
Esteban Valenzuela,10000938-2,3ro Medio,A,Biología,Jose Perez,15-07-2025,prueba,95
Veronica Carmona,10000995-1,4to Medio,A,Biología,Adriana Velez,15-07-2025,tarea,97
Andres Castro,10001020-8,4to Medio,A,Biología,Adriana Velez,15-07-2025,tarea,98
Andres Soto,10001026-7,4to Medio,A,Biología,Adriana Velez,15-07-2025,tarea,96
Andres Ortiz,10001027-5,4to Medio,A,Biología,Adriana Velez,15-07-2025,tarea,87
Catalina Gomez,10001054-2,4to Medio,B,"Historia, Geografía y Ciencias Sociales",Doris Castro,15-07-2025,tarea,49
Catalina Cortes,10001079-8,4to Medio,B,"Historia, Geografía y Ciencias Sociales",Doris Castro,15-07-2025,tarea,79
Pedro Molina,10000090-3,2do Básico,A,Lenguaje y Comunicación,Lucía Fernández,16-07-2025,tarea,81
Lucia Perez,10000103-9,2do Básico,A,Lenguaje y Comunicación,Lucía Fernández,16-07-2025,tarea,63
Lucia Ramirez,10000106-3,2do Básico,A,Lenguaje y Comunicación,Lucía Fernández,16-07-2025,tarea,52
Lucia Mendez,10000123-3,2do Básico,A,Lenguaje y Comunicación,Lucía Fernández,16-07-2025,tarea,95
Teresa Mendez,10000573-5,7mo Básico,A,Lenguaje y Comunicación,Claudia Rojas,16-07-2025,tarea,86
Teresa Salinas,10000581-6,7mo Básico,A,Lenguaje y Comunicación,Claudia Rojas,16-07-2025,tarea,41
Teresa Cruz,10000587-5,7mo Básico,B,Lenguaje y Comunicación,Felipe Mendez,16-07-2025,prueba,72
Teresa Valenzuela,10000588-3,7mo Básico,B,Lenguaje y Comunicación,Felipe Mendez,16-07-2025,prueba,55
Teresa Quinteros,10000596-4,7mo Básico,B,Lenguaje y Comunicación,Felipe Mendez,16-07-2025,prueba,60
Teresa Campos,10000599-9,7mo Básico,B,Lenguaje y Comunicación,Felipe Mendez,16-07-2025,prueba,74
Juan Martinez,10000605-7,7mo Básico,B,Lenguaje y Comunicación,Felipe Mendez,16-07-2025,prueba,33
Juan Morales,10000609-K,7mo Básico,B,Lenguaje y Comunicación,Felipe Mendez,16-07-2025,prueba,83
Juan Rodriguez,10000610-3,7mo Básico,B,Lenguaje y Comunicación,Felipe Mendez,16-07-2025,prueba,59
Juan Arancibia,10000618-9,7mo Básico,B,Lenguaje y Comunicación,Felipe Mendez,16-07-2025,prueba,67
Juan Castro,10000620-0,7mo Básico,B,Lenguaje y Comunicación,Felipe Mendez,16-07-2025,prueba,47
Juan Bravo,10000624-3,7mo Básico,B,Lenguaje y Comunicación,Felipe Mendez,16-07-2025,prueba,35
Jose Mendez,10000723-1,1ro Medio,A,Lenguaje y Comunicación,Ricardo Donoso,16-07-2025,prueba,54
Jose Ortiz,10000727-4,1ro Medio,A,Lenguaje y Comunicación,Ricardo Donoso,16-07-2025,prueba,72
Jose Salinas,10000731-2,1ro Medio,A,Lenguaje y Comunicación,Ricardo Donoso,16-07-2025,prueba,92
Jose Molina,10000740-1,1ro Medio,A,Lenguaje y Comunicación,Ricardo Donoso,16-07-2025,prueba,83
Sandra Herrera,10000763-0,1ro Medio,A,Lenguaje y Comunicación,Ricardo Donoso,16-07-2025,prueba,100
Jose Mendez,10000723-1,1ro Medio,A,Educación Ciudadana,Pedro Segura,16-07-2025,prueba,50
Jose Ortiz,10000727-4,1ro Medio,A,Educación Ciudadana,Pedro Segura,16-07-2025,prueba,94
Jose Salinas,10000731-2,1ro Medio,A,Educación Ciudadana,Pedro Segura,16-07-2025,prueba,68
Jose Molina,10000740-1,1ro Medio,A,Educación Ciudadana,Pedro Segura,16-07-2025,prueba,66
Sandra Herrera,10000763-0,1ro Medio,A,Educación Ciudadana,Pedro Segura,16-07-2025,prueba,54
Patricia Diaz,10000857-2,2do Medio,B,"Historia, Geografía y Ciencias Sociales",Juan Lopez,16-07-2025,evaluacion,92
Patricia Rojas,10000872-6,2do Medio,B,"Historia, Geografía y Ciencias Sociales",Juan Lopez,16-07-2025,evaluacion,35
Patricia Salinas,10000881-5,2do Medio,B,"Historia, Geografía y Ciencias Sociales",Juan Lopez,16-07-2025,evaluacion,53
Patricia Valenzuela,10000888-2,2do Medio,B,"Historia, Geografía y Ciencias Sociales",Juan Lopez,16-07-2025,evaluacion,89
Patricia Sepulveda,10000897-1,2do Medio,B,"Historia, Geografía y Ciencias Sociales",Juan Lopez,16-07-2025,evaluacion,75
Patricia Benitez,10000898-K,2do Medio,B,"Historia, Geografía y Ciencias Sociales",Juan Lopez,16-07-2025,evaluacion,88
Pedro Molina,10000090-3,2do Básico,A,Matemáticas,Lucía Fernández,17-07-2025,prueba,66
Lucia Perez,10000103-9,2do Básico,A,Matemáticas,Lucía Fernández,17-07-2025,prueba,97
Lucia Ramirez,10000106-3,2do Básico,A,Matemáticas,Lucía Fernández,17-07-2025,prueba,58
Lucia Mendez,10000123-3,2do Básico,A,Matemáticas,Lucía Fernández,17-07-2025,prueba,30
Carlos Diaz,10000157-8,2do Básico,B,Lenguaje y Comunicación,Lucía Fernández,17-07-2025,tarea,95
Martin Miranda,10000234-5,3ro Básico,B,Ciencias Naturales,Sofía Martínez,17-07-2025,evaluacion,70
Javier Arancibia,10000318-K,4to Básico,B,Ciencias Naturales,Mariana López,17-07-2025,tarea,96
Javier Serrano,10000344-9,4to Básico,B,Ciencias Naturales,Mariana López,17-07-2025,tarea,94
Carla Ramirez,10000456-9,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,17-07-2025,evaluacion,60
Carla Herrera,10000463-1,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,17-07-2025,evaluacion,55
Carla Fuentes,10000467-4,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,17-07-2025,evaluacion,65
Carla Alvarez,10000469-0,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,17-07-2025,evaluacion,70
Carla Palma,10000471-2,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,17-07-2025,evaluacion,66
Carla Rojas,10000472-0,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,17-07-2025,evaluacion,40
Carla Soto,10000476-3,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,17-07-2025,evaluacion,35
Carla Vargas,10000486-0,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,17-07-2025,evaluacion,87
Carla Aguirre,10000491-7,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,17-07-2025,evaluacion,74
Carla Serrano,10000494-1,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,17-07-2025,evaluacion,51
Teresa Cruz,10000587-5,7mo Básico,B,Ciencias Naturales,Felipe Mendez,17-07-2025,prueba,44
Teresa Valenzuela,10000588-3,7mo Básico,B,Ciencias Naturales,Felipe Mendez,17-07-2025,prueba,60
Teresa Quinteros,10000596-4,7mo Básico,B,Ciencias Naturales,Felipe Mendez,17-07-2025,prueba,87
Teresa Campos,10000599-9,7mo Básico,B,Ciencias Naturales,Felipe Mendez,17-07-2025,prueba,92
Juan Martinez,10000605-7,7mo Básico,B,Ciencias Naturales,Felipe Mendez,17-07-2025,prueba,39
Juan Morales,10000609-K,7mo Básico,B,Ciencias Naturales,Felipe Mendez,17-07-2025,prueba,94
Juan Rodriguez,10000610-3,7mo Básico,B,Ciencias Naturales,Felipe Mendez,17-07-2025,prueba,41
Juan Arancibia,10000618-9,7mo Básico,B,Ciencias Naturales,Felipe Mendez,17-07-2025,prueba,76
Juan Castro,10000620-0,7mo Básico,B,Ciencias Naturales,Felipe Mendez,17-07-2025,prueba,44
Juan Bravo,10000624-3,7mo Básico,B,Ciencias Naturales,Felipe Mendez,17-07-2025,prueba,31
Raquel Vera,10000661-8,8vo Básico,A,Lenguaje y Comunicación,Lorena Bravo,17-07-2025,tarea,61
Jose Fernandez,10000702-9,8vo Básico,B,"Historia, Geografía y Ciencias Sociales",Sergio Vega,17-07-2025,prueba,39
Jose Rodriguez,10000710-K,8vo Básico,B,"Historia, Geografía y Ciencias Sociales",Sergio Vega,17-07-2025,prueba,93
Jose Silva,10000715-0,8vo Básico,B,"Historia, Geografía y Ciencias Sociales",Sergio Vega,17-07-2025,prueba,91
Jose Munoz,10000716-9,8vo Básico,B,"Historia, Geografía y Ciencias Sociales",Sergio Vega,17-07-2025,prueba,98
Jose Mendez,10000723-1,1ro Medio,A,Filosofía,Pedro Segura,17-07-2025,evaluacion,43
Jose Ortiz,10000727-4,1ro Medio,A,Filosofía,Pedro Segura,17-07-2025,evaluacion,34
Jose Salinas,10000731-2,1ro Medio,A,Filosofía,Pedro Segura,17-07-2025,evaluacion,93
Jose Molina,10000740-1,1ro Medio,A,Filosofía,Pedro Segura,17-07-2025,evaluacion,57
Sandra Herrera,10000763-0,1ro Medio,A,Filosofía,Pedro Segura,17-07-2025,evaluacion,70
Sandra Sepulveda,10000797-5,1ro Medio,B,Matemáticas,Ricardo Donoso,17-07-2025,prueba,48
Sandra Campos,10000799-1,1ro Medio,B,Matemáticas,Ricardo Donoso,17-07-2025,prueba,97
Marcos Sanchez,10000808-4,1ro Medio,B,Matemáticas,Ricardo Donoso,17-07-2025,prueba,46
Patricia Diaz,10000857-2,2do Medio,B,Química,Juan Lopez,17-07-2025,evaluacion,96
Patricia Rojas,10000872-6,2do Medio,B,Química,Juan Lopez,17-07-2025,evaluacion,100
Patricia Salinas,10000881-5,2do Medio,B,Química,Juan Lopez,17-07-2025,evaluacion,98
Patricia Valenzuela,10000888-2,2do Medio,B,Química,Juan Lopez,17-07-2025,evaluacion,99
Patricia Sepulveda,10000897-1,2do Medio,B,Química,Juan Lopez,17-07-2025,evaluacion,39
Patricia Benitez,10000898-K,2do Medio,B,Química,Juan Lopez,17-07-2025,evaluacion,99
Esteban Martinez,10000905-6,3ro Medio,A,Matemáticas,Sandra Gomez,17-07-2025,tarea,62
Esteban Valenzuela,10000938-2,3ro Medio,A,Matemáticas,Sandra Gomez,17-07-2025,tarea,100
Esteban Carmona,10000945-5,3ro Medio,B,Educación Ciudadana,Marcos Seguel,17-07-2025,evaluacion,85
Veronica Fernandez,10000952-8,3ro Medio,B,Educación Ciudadana,Marcos Seguel,17-07-2025,evaluacion,51
Veronica Diaz,10000957-9,3ro Medio,B,Educación Ciudadana,Marcos Seguel,17-07-2025,evaluacion,64
Veronica Rodriguez,10000960-9,3ro Medio,B,Educación Ciudadana,Marcos Seguel,17-07-2025,evaluacion,88
Veronica Arancibia,10000968-4,3ro Medio,B,Educación Ciudadana,Marcos Seguel,17-07-2025,evaluacion,96
Veronica Carmona,10000995-1,4to Medio,A,Química,Doris Castro,17-07-2025,tarea,99
Andres Castro,10001020-8,4to Medio,A,Química,Doris Castro,17-07-2025,tarea,83
Andres Soto,10001026-7,4to Medio,A,Química,Doris Castro,17-07-2025,tarea,52
Andres Ortiz,10001027-5,4to Medio,A,Química,Doris Castro,17-07-2025,tarea,96
Ana Perez,10000003-2,1ro Básico,A,Ciencias Naturales,Pedro González,18-07-2025,evaluacion,66
Ana Silva,10000015-6,1ro Básico,A,Ciencias Naturales,Pedro González,18-07-2025,evaluacion,98
Ana Palma,10000021-0,1ro Básico,A,Ciencias Naturales,Pedro González,18-07-2025,evaluacion,66
Ana Cubillos,10000033-4,1ro Básico,A,Ciencias Naturales,Pedro González,18-07-2025,evaluacion,41
Ana Vargas,10000036-9,1ro Básico,A,Ciencias Naturales,Pedro González,18-07-2025,evaluacion,87
Carlos Tapia,10000193-4,3ro Básico,A,Lenguaje y Comunicación,Martín Gómez,18-07-2025,evaluacion,49
Martin Perez,10000203-5,3ro Básico,A,Lenguaje y Comunicación,Martín Gómez,18-07-2025,evaluacion,42
Martin Diaz,10000207-8,3ro Básico,A,Lenguaje y Comunicación,Martín Gómez,18-07-2025,evaluacion,58
Martin Rodriguez,10000210-8,3ro Básico,A,Lenguaje y Comunicación,Martín Gómez,18-07-2025,evaluacion,97
Sofia Rojas,10000272-8,4to Básico,A,Lenguaje y Comunicación,Javier Ramírez,18-07-2025,tarea,47
Sofia Ibarra,10000280-9,4to Básico,A,Lenguaje y Comunicación,Javier Ramírez,18-07-2025,tarea,84
Sofia Aguirre,10000291-4,4to Básico,A,Lenguaje y Comunicación,Javier Ramírez,18-07-2025,tarea,91
Sofia Leiva,10000292-2,4to Básico,A,Lenguaje y Comunicación,Javier Ramírez,18-07-2025,tarea,32
Sofia Sepulveda,10000297-3,4to Básico,A,Lenguaje y Comunicación,Javier Ramírez,18-07-2025,tarea,54
Javier Perez,10000303-1,4to Básico,A,Lenguaje y Comunicación,Javier Ramírez,18-07-2025,tarea,93
Javier Martinez,10000305-8,4to Básico,A,Lenguaje y Comunicación,Javier Ramírez,18-07-2025,tarea,35
Luis Rios,10000412-7,5to Básico,B,Matemáticas,Gustavo Farias,18-07-2025,evaluacion,96
Luis Munoz,10000416-K,5to Básico,B,Matemáticas,Gustavo Farias,18-07-2025,evaluacion,46
Luis Mendez,10000423-2,5to Básico,B,Matemáticas,Gustavo Farias,18-07-2025,evaluacion,64
Luis Carmona,10000445-3,5to Básico,B,Matemáticas,Gustavo Farias,18-07-2025,evaluacion,100
Luis Sepulveda,10000447-K,5to Básico,B,Matemáticas,Gustavo Farias,18-07-2025,evaluacion,100
Jose Fernandez,10000702-9,8vo Básico,B,Matemáticas,Lorena Bravo,18-07-2025,evaluacion,63
Jose Rodriguez,10000710-K,8vo Básico,B,Matemáticas,Lorena Bravo,18-07-2025,evaluacion,84
Jose Silva,10000715-0,8vo Básico,B,Matemáticas,Lorena Bravo,18-07-2025,evaluacion,89
Jose Munoz,10000716-9,8vo Básico,B,Matemáticas,Lorena Bravo,18-07-2025,evaluacion,82
Veronica Carmona,10000995-1,4to Medio,A,Lenguaje y Comunicación,Felipe Castro,18-07-2025,prueba,46
Andres Castro,10001020-8,4to Medio,A,Lenguaje y Comunicación,Felipe Castro,18-07-2025,prueba,38
Andres Soto,10001026-7,4to Medio,A,Lenguaje y Comunicación,Felipe Castro,18-07-2025,prueba,90
Andres Ortiz,10001027-5,4to Medio,A,Lenguaje y Comunicación,Felipe Castro,18-07-2025,prueba,95
Catalina Gomez,10001054-2,4to Medio,B,Lenguaje y Comunicación,Felipe Castro,18-07-2025,prueba,48
Catalina Cortes,10001079-8,4to Medio,B,Lenguaje y Comunicación,Felipe Castro,18-07-2025,prueba,30
Martin Miranda,10000234-5,3ro Básico,B,Lenguaje y Comunicación,Martín Gómez,19-07-2025,evaluacion,97
Martin Miranda,10000234-5,3ro Básico,B,Matemáticas,Martín Gómez,19-07-2025,evaluacion,61
Sofia Rojas,10000272-8,4to Básico,A,Lenguaje y Comunicación,Javier Ramírez,19-07-2025,tarea,37
Sofia Ibarra,10000280-9,4to Básico,A,Lenguaje y Comunicación,Javier Ramírez,19-07-2025,tarea,86
