date,course,section,studentUsername,rut,name,status,comment
2025-08-21,1ro Básico,A,isabel.gutierrez,10050012-4,Isabel Gutiérrez Miranda,present,
2025-08-21,1ro Básico,A,monica.jara,10050018-3,Mónica Jara Morales,present,
2025-08-22,1ro Básico,A,sofia,10000000-8,Sofía González González,present,
2025-08-22,1ro Básico,A,m.gonzalez0016,10000001-6,Matías González Díaz,absent,
2025-08-22,1ro Básico,A,v.gonzalez0024,10000002-4,Valentina González Contreras,present,
2025-08-22,1ro Básico,A,b.gonzalez0032,10000003-2,Benjamín González Sepúlveda,present,
2025-08-22,1ro Básico,A,m.gonzalez0040,10000004-0,Martina González López,present,
2025-08-22,1ro Básico,A,l.gonzalez0059,10000005-9,Lucas González Torres,present,
2025-08-22,1ro Básico,A,i.gonzalez0067,10000006-7,Isidora González Espinoza,excused,
2025-08-22,1ro Básico,A,a.gonzalez0075,10000007-5,Agustín González Vega,present,
2025-08-22,1ro Básico,A,e.gonzalez0083,10000008-3,Emilia González Gutiérrez,present,
2025-08-22,1ro Básico,A,t.gonzalez0091,10000009-1,Tomás González Ramírez,present,
2025-08-22,1ro Básico,A,a.gonzalez0105,10000010-5,Amanda González Cortés,present,
2025-08-22,1ro Básico,A,d.gonzalez0113,10000011-3,Diego González Figueroa,late,
2025-08-22,1ro Básico,A,c.gonzalez0121,10000012-1,Catalina González Jara,present,
2025-08-22,1ro Básico,A,s.gonzalez0013,10000013-k,Santiago González Campos,present,
2025-08-22,1ro Básico,A,j.gonzalez0148,10000014-8,Josefa González Alarcón,present,
2025-08-22,1ro Básico,A,n.gonzalez0156,10000015-6,Nicolás González González,present,
2025-08-22,1ro Básico,A,f.gonzalez0164,10000016-4,Florencia González Díaz,present,
2025-08-22,1ro Básico,A,g.gonzalez0172,10000017-2,Gabriel González Contreras,present,
2025-08-22,1ro Básico,A,t.gonzalez0180,10000018-0,Trinidad González Sepúlveda,present,
2025-08-22,1ro Básico,A,m.gonzalez0199,10000019-9,Maximiliano González López,present,
2025-08-22,1ro Básico,A,a.gonzalez0202,10000020-2,Antonia González Torres,present,
2025-08-22,1ro Básico,A,j.gonzalez0210,10000021-0,Joaquín González Espinoza,present,
2025-08-22,1ro Básico,A,c.gonzalez0229,10000022-9,Constanza González Vega,present,
2025-08-22,1ro Básico,A,f.gonzalez0237,10000023-7,Felipe González Gutiérrez,present,
2025-08-22,1ro Básico,A,m.gonzalez0245,10000024-5,María José González Ramírez,absent,
2025-08-22,1ro Básico,A,s.gonzalez0253,10000025-3,Sebastián González Cortés,present,
2025-08-22,1ro Básico,A,f.gonzalez0261,10000026-1,Fernanda González Figueroa,absent,
2025-08-22,1ro Básico,A,v.gonzalez0027,10000027-k,Vicente González Jara,present,
2025-08-22,1ro Básico,A,j.gonzalez0288,10000028-8,Javiera González Campos,present,
2025-08-22,1ro Básico,A,c.gonzalez0296,10000029-6,Cristóbal González Alarcón,present,
2025-08-22,1ro Básico,A,m.gonzalez0030,10000030-k,Maite González González,present,
2025-08-22,1ro Básico,A,a.gonzalez0318,10000031-8,Andrés González Díaz,present,
2025-08-22,1ro Básico,A,i.gonzalez0326,10000032-6,Ignacia González Contreras,present,
2025-08-22,1ro Básico,A,m.gonzalez0334,10000033-4,Manuel González Sepúlveda,present,
2025-08-22,1ro Básico,A,r.gonzalez0342,10000034-2,Renata González López,present,
2025-08-22,1ro Básico,A,m.gonzalez0350,10000035-0,Mateo González Torres,present,
2025-08-22,1ro Básico,A,f.gonzalez0369,10000036-9,Francisca González Espinoza,present,
2025-08-22,1ro Básico,A,á.gonzalez0377,10000037-7,Ángel González Vega,present,
2025-08-22,1ro Básico,A,v.gonzalez0385,10000038-5,Victoria González Gutiérrez,present,
2025-08-22,1ro Básico,A,e.gonzalez0393,10000039-3,Eduardo González Ramírez,present,
2025-08-22,1ro Básico,A,c.gonzalez0407,10000040-7,Carolina González Cortés,present,
2025-08-22,1ro Básico,A,a.gonzalez0415,10000041-5,Alberto González Figueroa,present,
2025-08-22,1ro Básico,A,d.gonzalez0423,10000042-3,Daniela González Jara,present,
2025-08-22,1ro Básico,A,r.gonzalez0431,10000043-1,Roberto González Campos,present,
2025-08-22,1ro Básico,A,g.gonzalez0044,10000044-k,Gabriela González Alarcón,present,
2025-08-22,1ro Básico,A,ana.gonzalez,10050000-0,Ana González Muñoz,present,
2025-08-22,1ro Básico,A,carmen.lopez,10050006-k,Carmen López Valenzuela,present,
2025-08-22,1ro Básico,A,isabel.gutierrez,10050012-4,Isabel Gutiérrez Miranda,present,
2025-08-22,1ro Básico,A,monica.jara,10050018-3,Mónica Jara Morales,present,
2025-08-25,1ro Básico,A,sofia,10000000-8,Sofía González González,present,
2025-08-25,1ro Básico,A,m.gonzalez0016,10000001-6,Matías González Díaz,present,
2025-08-25,1ro Básico,A,v.gonzalez0024,10000002-4,Valentina González Contreras,present,
2025-08-25,1ro Básico,A,b.gonzalez0032,10000003-2,Benjamín González Sepúlveda,present,
2025-08-25,1ro Básico,A,m.gonzalez0040,10000004-0,Martina González López,present,
2025-08-25,1ro Básico,A,l.gonzalez0059,10000005-9,Lucas González Torres,present,
2025-08-25,1ro Básico,A,i.gonzalez0067,10000006-7,Isidora González Espinoza,late,
2025-08-25,1ro Básico,A,a.gonzalez0075,10000007-5,Agustín González Vega,present,
2025-08-25,1ro Básico,A,e.gonzalez0083,10000008-3,Emilia González Gutiérrez,present,
2025-08-25,1ro Básico,A,t.gonzalez0091,10000009-1,Tomás González Ramírez,present,
2025-08-25,1ro Básico,A,a.gonzalez0105,10000010-5,Amanda González Cortés,present,
2025-08-25,1ro Básico,A,d.gonzalez0113,10000011-3,Diego González Figueroa,present,
2025-08-25,1ro Básico,A,c.gonzalez0121,10000012-1,Catalina González Jara,excused,
2025-08-25,1ro Básico,A,s.gonzalez0013,10000013-k,Santiago González Campos,absent,
2025-08-25,1ro Básico,A,j.gonzalez0148,10000014-8,Josefa González Alarcón,present,
2025-08-25,1ro Básico,A,n.gonzalez0156,10000015-6,Nicolás González González,present,
2025-08-25,1ro Básico,A,f.gonzalez0164,10000016-4,Florencia González Díaz,absent,
2025-08-25,1ro Básico,A,g.gonzalez0172,10000017-2,Gabriel González Contreras,present,
2025-08-25,1ro Básico,A,t.gonzalez0180,10000018-0,Trinidad González Sepúlveda,present,
2025-08-25,1ro Básico,A,m.gonzalez0199,10000019-9,Maximiliano González López,absent,
2025-08-25,1ro Básico,A,a.gonzalez0202,10000020-2,Antonia González Torres,present,
2025-08-25,1ro Básico,A,j.gonzalez0210,10000021-0,Joaquín González Espinoza,present,
2025-08-25,1ro Básico,A,c.gonzalez0229,10000022-9,Constanza González Vega,present,
2025-08-25,1ro Básico,A,f.gonzalez0237,10000023-7,Felipe González Gutiérrez,present,
2025-08-25,1ro Básico,A,m.gonzalez0245,10000024-5,María José González Ramírez,present,
2025-08-25,1ro Básico,A,s.gonzalez0253,10000025-3,Sebastián González Cortés,present,
2025-08-25,1ro Básico,A,f.gonzalez0261,10000026-1,Fernanda González Figueroa,present,
2025-08-25,1ro Básico,A,v.gonzalez0027,10000027-k,Vicente González Jara,present,
2025-08-25,1ro Básico,A,j.gonzalez0288,10000028-8,Javiera González Campos,present,
2025-08-25,1ro Básico,A,c.gonzalez0296,10000029-6,Cristóbal González Alarcón,present,
2025-08-25,1ro Básico,A,m.gonzalez0030,10000030-k,Maite González González,present,
2025-08-25,1ro Básico,A,a.gonzalez0318,10000031-8,Andrés González Díaz,present,
2025-08-25,1ro Básico,A,i.gonzalez0326,10000032-6,Ignacia González Contreras,present,
2025-08-25,1ro Básico,A,m.gonzalez0334,10000033-4,Manuel González Sepúlveda,present,
2025-08-25,1ro Básico,A,r.gonzalez0342,10000034-2,Renata González López,present,
2025-08-25,1ro Básico,A,m.gonzalez0350,10000035-0,Mateo González Torres,present,
2025-08-25,1ro Básico,A,f.gonzalez0369,10000036-9,Francisca González Espinoza,present,
2025-08-25,1ro Básico,A,á.gonzalez0377,10000037-7,Ángel González Vega,present,
2025-08-25,1ro Básico,A,v.gonzalez0385,10000038-5,Victoria González Gutiérrez,present,
2025-08-25,1ro Básico,A,e.gonzalez0393,10000039-3,Eduardo González Ramírez,present,
2025-08-25,1ro Básico,A,c.gonzalez0407,10000040-7,Carolina González Cortés,present,
2025-08-25,1ro Básico,A,a.gonzalez0415,10000041-5,Alberto González Figueroa,present,
2025-08-25,1ro Básico,A,d.gonzalez0423,10000042-3,Daniela González Jara,present,
2025-08-25,1ro Básico,A,r.gonzalez0431,10000043-1,Roberto González Campos,present,
2025-08-25,1ro Básico,A,g.gonzalez0044,10000044-k,Gabriela González Alarcón,present,
2025-08-25,1ro Básico,A,ana.gonzalez,10050000-0,Ana González Muñoz,present,
2025-08-25,1ro Básico,A,carmen.lopez,10050006-k,Carmen López Valenzuela,present,
2025-08-25,1ro Básico,A,isabel.gutierrez,10050012-4,Isabel Gutiérrez Miranda,present,
2025-08-25,1ro Básico,A,monica.jara,10050018-3,Mónica Jara Morales,present,
2025-08-26,1ro Básico,A,sofia,10000000-8,Sofía González González,present,
2025-08-26,1ro Básico,A,m.gonzalez0016,10000001-6,Matías González Díaz,present,
2025-08-26,1ro Básico,A,v.gonzalez0024,10000002-4,Valentina González Contreras,present,
2025-08-26,1ro Básico,A,b.gonzalez0032,10000003-2,Benjamín González Sepúlveda,present,
2025-08-26,1ro Básico,A,m.gonzalez0040,10000004-0,Martina González López,present,
2025-08-26,1ro Básico,A,l.gonzalez0059,10000005-9,Lucas González Torres,present,
2025-08-26,1ro Básico,A,i.gonzalez0067,10000006-7,Isidora González Espinoza,present,
2025-08-26,1ro Básico,A,a.gonzalez0075,10000007-5,Agustín González Vega,present,
2025-08-26,1ro Básico,A,e.gonzalez0083,10000008-3,Emilia González Gutiérrez,absent,
2025-08-26,1ro Básico,A,t.gonzalez0091,10000009-1,Tomás González Ramírez,absent,
2025-08-26,1ro Básico,A,a.gonzalez0105,10000010-5,Amanda González Cortés,present,
2025-08-26,1ro Básico,A,d.gonzalez0113,10000011-3,Diego González Figueroa,present,
2025-08-26,1ro Básico,A,c.gonzalez0121,10000012-1,Catalina González Jara,absent,
2025-08-26,1ro Básico,A,s.gonzalez0013,10000013-k,Santiago González Campos,present,
2025-08-26,1ro Básico,A,j.gonzalez0148,10000014-8,Josefa González Alarcón,present,
2025-08-26,1ro Básico,A,n.gonzalez0156,10000015-6,Nicolás González González,present,
2025-08-26,1ro Básico,A,f.gonzalez0164,10000016-4,Florencia González Díaz,present,
2025-08-26,1ro Básico,A,g.gonzalez0172,10000017-2,Gabriel González Contreras,present,
2025-08-26,1ro Básico,A,t.gonzalez0180,10000018-0,Trinidad González Sepúlveda,present,
2025-08-26,1ro Básico,A,m.gonzalez0199,10000019-9,Maximiliano González López,present,
2025-08-26,1ro Básico,A,a.gonzalez0202,10000020-2,Antonia González Torres,present,
2025-08-26,1ro Básico,A,j.gonzalez0210,10000021-0,Joaquín González Espinoza,present,
2025-08-26,1ro Básico,A,c.gonzalez0229,10000022-9,Constanza González Vega,present,
2025-08-26,1ro Básico,A,f.gonzalez0237,10000023-7,Felipe González Gutiérrez,late,
2025-08-26,1ro Básico,A,m.gonzalez0245,10000024-5,María José González Ramírez,present,
2025-08-26,1ro Básico,A,s.gonzalez0253,10000025-3,Sebastián González Cortés,present,
2025-08-26,1ro Básico,A,f.gonzalez0261,10000026-1,Fernanda González Figueroa,present,
2025-08-26,1ro Básico,A,v.gonzalez0027,10000027-k,Vicente González Jara,present,
2025-08-26,1ro Básico,A,j.gonzalez0288,10000028-8,Javiera González Campos,present,
2025-08-26,1ro Básico,A,c.gonzalez0296,10000029-6,Cristóbal González Alarcón,present,
2025-08-26,1ro Básico,A,m.gonzalez0030,10000030-k,Maite González González,present,
2025-08-26,1ro Básico,A,a.gonzalez0318,10000031-8,Andrés González Díaz,present,
2025-08-26,1ro Básico,A,i.gonzalez0326,10000032-6,Ignacia González Contreras,present,
2025-08-26,1ro Básico,A,m.gonzalez0334,10000033-4,Manuel González Sepúlveda,excused,
2025-08-26,1ro Básico,A,r.gonzalez0342,10000034-2,Renata González López,present,
2025-08-26,1ro Básico,A,m.gonzalez0350,10000035-0,Mateo González Torres,present,
2025-08-26,1ro Básico,A,f.gonzalez0369,10000036-9,Francisca González Espinoza,present,
2025-08-26,1ro Básico,A,á.gonzalez0377,10000037-7,Ángel González Vega,present,
2025-08-26,1ro Básico,A,v.gonzalez0385,10000038-5,Victoria González Gutiérrez,excused,
2025-08-26,1ro Básico,A,e.gonzalez0393,10000039-3,Eduardo González Ramírez,excused,
2025-08-26,1ro Básico,A,c.gonzalez0407,10000040-7,Carolina González Cortés,present,
2025-08-26,1ro Básico,A,a.gonzalez0415,10000041-5,Alberto González Figueroa,present,
2025-08-26,1ro Básico,A,d.gonzalez0423,10000042-3,Daniela González Jara,present,
2025-08-26,1ro Básico,A,r.gonzalez0431,10000043-1,Roberto González Campos,present,
2025-08-26,1ro Básico,A,g.gonzalez0044,10000044-k,Gabriela González Alarcón,present,
2025-08-26,1ro Básico,A,ana.gonzalez,10050000-0,Ana González Muñoz,present,
2025-08-26,1ro Básico,A,carmen.lopez,10050006-k,Carmen López Valenzuela,present,
2025-08-26,1ro Básico,A,isabel.gutierrez,10050012-4,Isabel Gutiérrez Miranda,present,
2025-08-26,1ro Básico,A,monica.jara,10050018-3,Mónica Jara Morales,present,
2025-08-27,1ro Básico,A,sofia,10000000-8,Sofía González González,absent,
2025-08-27,1ro Básico,A,m.gonzalez0016,10000001-6,Matías González Díaz,present,
2025-08-27,1ro Básico,A,v.gonzalez0024,10000002-4,Valentina González Contreras,present,
2025-08-27,1ro Básico,A,b.gonzalez0032,10000003-2,Benjamín González Sepúlveda,present,
2025-08-27,1ro Básico,A,m.gonzalez0040,10000004-0,Martina González López,absent,
2025-08-27,1ro Básico,A,l.gonzalez0059,10000005-9,Lucas González Torres,present,
2025-08-27,1ro Básico,A,i.gonzalez0067,10000006-7,Isidora González Espinoza,present,
2025-08-27,1ro Básico,A,a.gonzalez0075,10000007-5,Agustín González Vega,present,
2025-08-27,1ro Básico,A,e.gonzalez0083,10000008-3,Emilia González Gutiérrez,present,
2025-08-27,1ro Básico,A,t.gonzalez0091,10000009-1,Tomás González Ramírez,present,
2025-08-27,1ro Básico,A,a.gonzalez0105,10000010-5,Amanda González Cortés,present,
2025-08-27,1ro Básico,A,d.gonzalez0113,10000011-3,Diego González Figueroa,late,
2025-08-27,1ro Básico,A,c.gonzalez0121,10000012-1,Catalina González Jara,present,
2025-08-27,1ro Básico,A,s.gonzalez0013,10000013-k,Santiago González Campos,present,
2025-08-27,1ro Básico,A,j.gonzalez0148,10000014-8,Josefa González Alarcón,present,
2025-08-27,1ro Básico,A,n.gonzalez0156,10000015-6,Nicolás González González,present,
2025-08-27,1ro Básico,A,f.gonzalez0164,10000016-4,Florencia González Díaz,present,
2025-08-27,1ro Básico,A,g.gonzalez0172,10000017-2,Gabriel González Contreras,present,
2025-08-27,1ro Básico,A,t.gonzalez0180,10000018-0,Trinidad González Sepúlveda,present,
2025-08-27,1ro Básico,A,m.gonzalez0199,10000019-9,Maximiliano González López,present,
2025-08-27,1ro Básico,A,a.gonzalez0202,10000020-2,Antonia González Torres,present,
2025-08-27,1ro Básico,A,j.gonzalez0210,10000021-0,Joaquín González Espinoza,present,
2025-08-27,1ro Básico,A,c.gonzalez0229,10000022-9,Constanza González Vega,present,
2025-08-27,1ro Básico,A,f.gonzalez0237,10000023-7,Felipe González Gutiérrez,present,
2025-08-27,1ro Básico,A,m.gonzalez0245,10000024-5,María José González Ramírez,present,
2025-08-27,1ro Básico,A,s.gonzalez0253,10000025-3,Sebastián González Cortés,present,
2025-08-27,1ro Básico,A,f.gonzalez0261,10000026-1,Fernanda González Figueroa,present,
2025-08-27,1ro Básico,A,v.gonzalez0027,10000027-k,Vicente González Jara,present,
2025-08-27,1ro Básico,A,j.gonzalez0288,10000028-8,Javiera González Campos,present,
2025-08-27,1ro Básico,A,c.gonzalez0296,10000029-6,Cristóbal González Alarcón,present,
2025-08-27,1ro Básico,A,m.gonzalez0030,10000030-k,Maite González González,present,
2025-08-27,1ro Básico,A,a.gonzalez0318,10000031-8,Andrés González Díaz,present,
2025-08-27,1ro Básico,A,i.gonzalez0326,10000032-6,Ignacia González Contreras,present,
2025-08-27,1ro Básico,A,m.gonzalez0334,10000033-4,Manuel González Sepúlveda,present,
2025-08-27,1ro Básico,A,r.gonzalez0342,10000034-2,Renata González López,absent,
2025-08-27,1ro Básico,A,m.gonzalez0350,10000035-0,Mateo González Torres,present,
2025-08-27,1ro Básico,A,f.gonzalez0369,10000036-9,Francisca González Espinoza,present,
2025-08-27,1ro Básico,A,á.gonzalez0377,10000037-7,Ángel González Vega,present,
2025-08-27,1ro Básico,A,v.gonzalez0385,10000038-5,Victoria González Gutiérrez,present,
2025-08-27,1ro Básico,A,e.gonzalez0393,10000039-3,Eduardo González Ramírez,present,
2025-08-27,1ro Básico,A,c.gonzalez0407,10000040-7,Carolina González Cortés,present,
2025-08-27,1ro Básico,A,a.gonzalez0415,10000041-5,Alberto González Figueroa,present,
2025-08-27,1ro Básico,A,d.gonzalez0423,10000042-3,Daniela González Jara,present,
2025-08-27,1ro Básico,A,r.gonzalez0431,10000043-1,Roberto González Campos,present,
2025-08-27,1ro Básico,A,g.gonzalez0044,10000044-k,Gabriela González Alarcón,present,
2025-08-27,1ro Básico,A,ana.gonzalez,10050000-0,Ana González Muñoz,excused,
2025-08-27,1ro Básico,A,carmen.lopez,10050006-k,Carmen López Valenzuela,present,
2025-08-27,1ro Básico,A,isabel.gutierrez,10050012-4,Isabel Gutiérrez Miranda,present,
2025-08-27,1ro Básico,A,monica.jara,10050018-3,Mónica Jara Morales,present,
2025-08-28,1ro Básico,A,sofia,10000000-8,Sofía González González,present,
2025-08-28,1ro Básico,A,m.gonzalez0016,10000001-6,Matías González Díaz,present,
2025-08-28,1ro Básico,A,v.gonzalez0024,10000002-4,Valentina González Contreras,present,
2025-08-28,1ro Básico,A,b.gonzalez0032,10000003-2,Benjamín González Sepúlveda,present,
2025-08-28,1ro Básico,A,m.gonzalez0040,10000004-0,Martina González López,present,
2025-08-28,1ro Básico,A,l.gonzalez0059,10000005-9,Lucas González Torres,present,
2025-08-28,1ro Básico,A,i.gonzalez0067,10000006-7,Isidora González Espinoza,present,
2025-08-28,1ro Básico,A,a.gonzalez0075,10000007-5,Agustín González Vega,absent,
2025-08-28,1ro Básico,A,e.gonzalez0083,10000008-3,Emilia González Gutiérrez,present,
2025-08-28,1ro Básico,A,t.gonzalez0091,10000009-1,Tomás González Ramírez,present,
2025-08-28,1ro Básico,A,a.gonzalez0105,10000010-5,Amanda González Cortés,excused,
2025-08-28,1ro Básico,A,d.gonzalez0113,10000011-3,Diego González Figueroa,present,
2025-08-28,1ro Básico,A,c.gonzalez0121,10000012-1,Catalina González Jara,present,
2025-08-28,1ro Básico,A,s.gonzalez0013,10000013-k,Santiago González Campos,present,
2025-08-28,1ro Básico,A,j.gonzalez0148,10000014-8,Josefa González Alarcón,present,
2025-08-28,1ro Básico,A,n.gonzalez0156,10000015-6,Nicolás González González,present,
2025-08-28,1ro Básico,A,f.gonzalez0164,10000016-4,Florencia González Díaz,present,
2025-08-28,1ro Básico,A,g.gonzalez0172,10000017-2,Gabriel González Contreras,present,
2025-08-28,1ro Básico,A,t.gonzalez0180,10000018-0,Trinidad González Sepúlveda,present,
2025-08-28,1ro Básico,A,m.gonzalez0199,10000019-9,Maximiliano González López,present,
2025-08-28,1ro Básico,A,a.gonzalez0202,10000020-2,Antonia González Torres,present,
2025-08-28,1ro Básico,A,j.gonzalez0210,10000021-0,Joaquín González Espinoza,present,
2025-08-28,1ro Básico,A,c.gonzalez0229,10000022-9,Constanza González Vega,present,
2025-08-28,1ro Básico,A,f.gonzalez0237,10000023-7,Felipe González Gutiérrez,present,
2025-08-28,1ro Básico,A,m.gonzalez0245,10000024-5,María José González Ramírez,present,
2025-08-28,1ro Básico,A,s.gonzalez0253,10000025-3,Sebastián González Cortés,absent,
2025-08-28,1ro Básico,A,f.gonzalez0261,10000026-1,Fernanda González Figueroa,present,
2025-08-28,1ro Básico,A,v.gonzalez0027,10000027-k,Vicente González Jara,present,
2025-08-28,1ro Básico,A,j.gonzalez0288,10000028-8,Javiera González Campos,present,
2025-08-28,1ro Básico,A,c.gonzalez0296,10000029-6,Cristóbal González Alarcón,present,
2025-08-28,1ro Básico,A,m.gonzalez0030,10000030-k,Maite González González,present,
2025-08-28,1ro Básico,A,a.gonzalez0318,10000031-8,Andrés González Díaz,present,
2025-08-28,1ro Básico,A,i.gonzalez0326,10000032-6,Ignacia González Contreras,present,
2025-08-28,1ro Básico,A,m.gonzalez0334,10000033-4,Manuel González Sepúlveda,present,
2025-08-28,1ro Básico,A,r.gonzalez0342,10000034-2,Renata González López,absent,
2025-08-28,1ro Básico,A,m.gonzalez0350,10000035-0,Mateo González Torres,present,
2025-08-28,1ro Básico,A,f.gonzalez0369,10000036-9,Francisca González Espinoza,present,
2025-08-28,1ro Básico,A,á.gonzalez0377,10000037-7,Ángel González Vega,present,
2025-08-28,1ro Básico,A,v.gonzalez0385,10000038-5,Victoria González Gutiérrez,absent,
2025-08-28,1ro Básico,A,e.gonzalez0393,10000039-3,Eduardo González Ramírez,late,
2025-08-28,1ro Básico,A,c.gonzalez0407,10000040-7,Carolina González Cortés,present,
2025-08-28,1ro Básico,A,a.gonzalez0415,10000041-5,Alberto González Figueroa,present,
2025-08-28,1ro Básico,A,d.gonzalez0423,10000042-3,Daniela González Jara,present,
2025-08-28,1ro Básico,A,r.gonzalez0431,10000043-1,Roberto González Campos,present,
2025-08-28,1ro Básico,A,g.gonzalez0044,10000044-k,Gabriela González Alarcón,present,
2025-08-28,1ro Básico,A,ana.gonzalez,10050000-0,Ana González Muñoz,present,
2025-08-28,1ro Básico,A,carmen.lopez,10050006-k,Carmen López Valenzuela,present,
2025-08-28,1ro Básico,A,isabel.gutierrez,10050012-4,Isabel Gutiérrez Miranda,present,
2025-08-28,1ro Básico,A,monica.jara,10050018-3,Mónica Jara Morales,present,
2025-08-29,1ro Básico,A,sofia,10000000-8,Sofía González González,present,
2025-08-29,1ro Básico,A,m.gonzalez0016,10000001-6,Matías González Díaz,present,
2025-08-29,1ro Básico,A,v.gonzalez0024,10000002-4,Valentina González Contreras,present,
2025-08-29,1ro Básico,A,b.gonzalez0032,10000003-2,Benjamín González Sepúlveda,present,
2025-08-29,1ro Básico,A,m.gonzalez0040,10000004-0,Martina González López,present,
2025-08-29,1ro Básico,A,l.gonzalez0059,10000005-9,Lucas González Torres,present,
2025-08-29,1ro Básico,A,i.gonzalez0067,10000006-7,Isidora González Espinoza,present,
2025-08-29,1ro Básico,A,a.gonzalez0075,10000007-5,Agustín González Vega,present,
2025-08-29,1ro Básico,A,e.gonzalez0083,10000008-3,Emilia González Gutiérrez,present,
2025-08-29,1ro Básico,A,t.gonzalez0091,10000009-1,Tomás González Ramírez,present,
2025-08-29,1ro Básico,A,a.gonzalez0105,10000010-5,Amanda González Cortés,absent,
2025-08-29,1ro Básico,A,d.gonzalez0113,10000011-3,Diego González Figueroa,present,
2025-08-29,1ro Básico,A,c.gonzalez0121,10000012-1,Catalina González Jara,present,
2025-08-29,1ro Básico,A,s.gonzalez0013,10000013-k,Santiago González Campos,present,
2025-08-29,1ro Básico,A,j.gonzalez0148,10000014-8,Josefa González Alarcón,absent,
2025-08-29,1ro Básico,A,n.gonzalez0156,10000015-6,Nicolás González González,present,
2025-08-29,1ro Básico,A,f.gonzalez0164,10000016-4,Florencia González Díaz,present,
2025-08-29,1ro Básico,A,g.gonzalez0172,10000017-2,Gabriel González Contreras,present,
2025-08-29,1ro Básico,A,t.gonzalez0180,10000018-0,Trinidad González Sepúlveda,excused,
2025-08-29,1ro Básico,A,m.gonzalez0199,10000019-9,Maximiliano González López,present,
2025-08-29,1ro Básico,A,a.gonzalez0202,10000020-2,Antonia González Torres,present,
2025-08-29,1ro Básico,A,j.gonzalez0210,10000021-0,Joaquín González Espinoza,present,
2025-08-29,1ro Básico,A,c.gonzalez0229,10000022-9,Constanza González Vega,present,
2025-08-29,1ro Básico,A,f.gonzalez0237,10000023-7,Felipe González Gutiérrez,late,
2025-08-29,1ro Básico,A,m.gonzalez0245,10000024-5,María José González Ramírez,present,
2025-08-29,1ro Básico,A,s.gonzalez0253,10000025-3,Sebastián González Cortés,present,
2025-08-29,1ro Básico,A,f.gonzalez0261,10000026-1,Fernanda González Figueroa,present,
2025-08-29,1ro Básico,A,v.gonzalez0027,10000027-k,Vicente González Jara,present,
2025-08-29,1ro Básico,A,j.gonzalez0288,10000028-8,Javiera González Campos,present,
2025-08-29,1ro Básico,A,c.gonzalez0296,10000029-6,Cristóbal González Alarcón,present,
2025-08-29,1ro Básico,A,m.gonzalez0030,10000030-k,Maite González González,present,
2025-08-29,1ro Básico,A,a.gonzalez0318,10000031-8,Andrés González Díaz,absent,
2025-08-29,1ro Básico,A,i.gonzalez0326,10000032-6,Ignacia González Contreras,present,
2025-08-29,1ro Básico,A,m.gonzalez0334,10000033-4,Manuel González Sepúlveda,present,
2025-08-29,1ro Básico,A,r.gonzalez0342,10000034-2,Renata González López,present,
2025-08-29,1ro Básico,A,m.gonzalez0350,10000035-0,Mateo González Torres,present,
2025-08-29,1ro Básico,A,f.gonzalez0369,10000036-9,Francisca González Espinoza,present,
2025-08-29,1ro Básico,A,á.gonzalez0377,10000037-7,Ángel González Vega,present,
2025-08-29,1ro Básico,A,v.gonzalez0385,10000038-5,Victoria González Gutiérrez,present,
2025-08-29,1ro Básico,A,e.gonzalez0393,10000039-3,Eduardo González Ramírez,present,
2025-08-29,1ro Básico,A,c.gonzalez0407,10000040-7,Carolina González Cortés,present,
2025-08-29,1ro Básico,A,a.gonzalez0415,10000041-5,Alberto González Figueroa,present,
2025-08-29,1ro Básico,A,d.gonzalez0423,10000042-3,Daniela González Jara,present,
2025-08-29,1ro Básico,A,r.gonzalez0431,10000043-1,Roberto González Campos,present,
2025-08-29,1ro Básico,A,g.gonzalez0044,10000044-k,Gabriela González Alarcón,present,
2025-08-29,1ro Básico,A,ana.gonzalez,10050000-0,Ana González Muñoz,present,
2025-08-29,1ro Básico,A,carmen.lopez,10050006-k,Carmen López Valenzuela,present,
2025-08-29,1ro Básico,A,isabel.gutierrez,10050012-4,Isabel Gutiérrez Miranda,present,
2025-08-29,1ro Básico,A,monica.jara,10050018-3,Mónica Jara Morales,present,
2025-09-01,1ro Básico,A,sofia,10000000-8,Sofía González González,present,
2025-09-01,1ro Básico,A,m.gonzalez0016,10000001-6,Matías González Díaz,present,
2025-09-01,1ro Básico,A,v.gonzalez0024,10000002-4,Valentina González Contreras,present,
2025-09-01,1ro Básico,A,b.gonzalez0032,10000003-2,Benjamín González Sepúlveda,present,
2025-09-01,1ro Básico,A,m.gonzalez0040,10000004-0,Martina González López,present,
2025-09-01,1ro Básico,A,l.gonzalez0059,10000005-9,Lucas González Torres,absent,
2025-09-01,1ro Básico,A,i.gonzalez0067,10000006-7,Isidora González Espinoza,present,
2025-09-01,1ro Básico,A,a.gonzalez0075,10000007-5,Agustín González Vega,present,
2025-09-01,1ro Básico,A,e.gonzalez0083,10000008-3,Emilia González Gutiérrez,present,
2025-09-01,1ro Básico,A,t.gonzalez0091,10000009-1,Tomás González Ramírez,present,
2025-09-01,1ro Básico,A,a.gonzalez0105,10000010-5,Amanda González Cortés,present,
2025-09-01,1ro Básico,A,d.gonzalez0113,10000011-3,Diego González Figueroa,present,
2025-09-01,1ro Básico,A,c.gonzalez0121,10000012-1,Catalina González Jara,present,
