nombre,rut,curso,seccion,asignatura,profesor,fecha,tipo,nota,tema
Martina Muñoz López,10000049-0,1ro Básico,B,Educación Física,Francisco Vargas Jiménez,2025-12-20,tarea,4.7,Educación Física
Francisca Díaz Espinoza,10000171-3,2do Básico,B,Artes Visuales,Josefa Ruiz Sepúlveda,2025-12-08,prueba,5.0,Artes Visuales
Manuel Muñoz Sepúlveda,10000078-4,1ro Básico,B,Ciencias Naturales,Valentina Torres Díaz,2025-06-26,evaluacion,4.1,Ciencias Naturales
Matías González Díaz,10000001-6,1ro Básico,A,Ciencias Naturales,Diego Morales Soto,2025-07-11,evaluacion,4.8,Ciencias Naturales
Constanza Díaz Vega,10000157-8,2do Básico,B,Música,Nicolás Valenzuela Cruz,2025-06-19,evaluacion,4.8,Música
Ignacia Muñoz Contreras,10000077-6,1ro Básico,B,Música,Vicente Tapia Iglesias,2025-08-15,prueba,6.9,Música
Andrés Díaz Díaz,10000166-7,2do Básico,B,Educación Física,Francisco Vargas Jiménez,2025-06-13,tarea,5.3,Educación Física
Vicente Rojas Jara,10000117-9,2do Básico,A,Matemáticas,Pedro Rodríguez Silva,2025-06-24,tarea,4.0,Matemáticas
María José Rojas Ramírez,10000114-4,2do Básico,A,Lenguaje y Comunicación,Carmen López Valenzuela,2025-05-19,tarea,6.7,Lenguaje y Comunicación
Mateo Muñoz Torres,10000080-6,1ro Básico,B,Tecnología,Gabriel Vergara Pacheco,2025-06-12,evaluacion,5.1,Tecnología
Javiera Muñoz Campos,10000073-3,1ro Básico,B,Lenguaje y Comunicación,Juan García Torres,2025-03-05,tarea,5.5,Lenguaje y Comunicación
Florencia Rojas Díaz,10000106-3,2do Básico,A,Matemáticas,María López García,2025-09-19,tarea,5.6,Matemáticas
Vicente Muñoz Jara,10000072-5,1ro Básico,B,Matemáticas,Pedro Rodríguez Silva,2025-09-27,tarea,4.4,Matemáticas
Joaquín Díaz Espinoza,10000156-k,2do Básico,B,Lenguaje y Comunicación,Sofía Martínez Vega,2025-08-20,evaluacion,5.1,Lenguaje y Comunicación
Javiera Rojas Campos,10000118-7,2do Básico,A,Matemáticas,Ana González Muñoz,2025-10-27,tarea,4.0,Matemáticas
Maximiliano Rojas López,10000109-8,2do Básico,A,Artes Visuales,Isidora Flores Paredes,2025-04-28,evaluacion,6.8,Artes Visuales
Eduardo Díaz Ramírez,10000174-8,2do Básico,B,Lenguaje y Comunicación,Carmen López Valenzuela,2025-06-17,prueba,6.0,Lenguaje y Comunicación
María José Muñoz Ramírez,10000069-5,1ro Básico,B,Lenguaje y Comunicación,Sofía Martínez Vega,2025-11-06,tarea,6.1,Lenguaje y Comunicación
Lucas Muñoz Torres,10000050-4,1ro Básico,B,Tecnología,Trinidad Santana Ibarra,2025-07-08,prueba,6.0,Tecnología
Roberto Díaz Campos,10000178-0,2do Básico,B,Matemáticas,Pedro Rodríguez Silva,2025-05-28,evaluacion,6.0,Matemáticas
Carolina Díaz Cortés,10000175-6,2do Básico,B,Matemáticas,María López García,2025-05-28,prueba,5.6,Matemáticas
Cristóbal Rojas Alarcón,10000119-5,2do Básico,A,Artes Visuales,Josefa Ruiz Sepúlveda,2025-12-15,evaluacion,6.7,Artes Visuales
Constanza Rojas Vega,10000112-8,2do Básico,A,Artes Visuales,Isidora Flores Paredes,2025-12-24,prueba,6.5,Artes Visuales
Ignacia Díaz Contreras,10000167-5,2do Básico,B,Tecnología,Gabriel Vergara Pacheco,2025-07-11,evaluacion,4.2,Tecnología
Victoria Rojas Gutiérrez,10000128-4,2do Básico,A,Orientación,Cristóbal Cortés Sandoval,2025-09-18,prueba,5.1,Orientación
Nicolás Muñoz González,10000060-1,1ro Básico,B,Ciencias Naturales,Catalina Reyes Guzmán,2025-08-02,evaluacion,6.8,Ciencias Naturales
Daniela Muñoz Jara,10000087-3,1ro Básico,B,Artes Visuales,Manuel Romero Cortés,2025-05-23,tarea,4.6,Artes Visuales
Ángel Rojas Vega,10000127-6,2do Básico,A,Tecnología,Gabriel Vergara Pacheco,2025-03-08,tarea,6.0,Tecnología
Ángel González Vega,10000037-7,1ro Básico,A,Lenguaje y Comunicación,Sofía Martínez Vega,2025-03-20,tarea,6.6,Lenguaje y Comunicación
Matías González Díaz,10000001-6,1ro Básico,A,Orientación,Cristóbal Cortés Sandoval,2025-03-04,prueba,7.0,Orientación
Santiago Díaz Campos,10000148-9,2do Básico,B,Ciencias Naturales,Diego Morales Soto,2025-04-12,prueba,6.0,Ciencias Naturales
Javiera Díaz Campos,10000163-2,2do Básico,B,Artes Visuales,Manuel Romero Cortés,2025-07-04,prueba,6.4,Artes Visuales
Maximiliano Rojas López,10000109-8,2do Básico,A,Matemáticas,María López García,2025-10-19,prueba,4.1,Matemáticas
Lucas Muñoz Torres,10000050-4,1ro Básico,B,Tecnología,Gabriel Vergara Pacheco,2025-07-23,tarea,5.3,Tecnología
Carolina Muñoz Cortés,10000085-7,1ro Básico,B,Orientación,Andrés Poblete Oyarzún,2025-12-17,evaluacion,6.5,Orientación
Roberto Muñoz Campos,10000088-1,1ro Básico,B,Orientación,Cristóbal Cortés Sandoval,2025-03-23,tarea,6.2,Orientación
Carolina Díaz Cortés,10000175-6,2do Básico,B,Lenguaje y Comunicación,Sofía Martínez Vega,2025-09-01,evaluacion,5.4,Lenguaje y Comunicación
María José Díaz Ramírez,10000159-4,2do Básico,B,Educación Física,Francisco Vargas Jiménez,2025-10-23,evaluacion,5.7,Educación Física
Maximiliano González López,10000019-9,1ro Básico,A,Música,Nicolás Valenzuela Cruz,2025-12-20,prueba,6.5,Música
Ignacia Díaz Contreras,10000167-5,2do Básico,B,Artes Visuales,Josefa Ruiz Sepúlveda,2025-10-25,tarea,6.1,Artes Visuales
María José Rojas Ramírez,10000114-4,2do Básico,A,Inglés,Maximiliano Espinoza Molina,2025-07-21,evaluacion,6.3,Inglés
Victoria González Gutiérrez,10000038-5,1ro Básico,A,Orientación,Constanza Riquelme Carvajal,2025-05-31,evaluacion,4.8,Orientación
Renata Rojas López,10000124-1,2do Básico,A,Música,Vicente Tapia Iglesias,2025-03-27,tarea,5.6,Música
Florencia Rojas Díaz,10000106-3,2do Básico,A,Artes Visuales,Isidora Flores Paredes,2025-07-18,tarea,4.8,Artes Visuales
Florencia Díaz Díaz,10000151-9,2do Básico,B,Lenguaje y Comunicación,Carmen López Valenzuela,2025-07-28,tarea,4.1,Lenguaje y Comunicación
Maite Díaz González,10000165-9,2do Básico,B,Ciencias Naturales,Diego Morales Soto,2025-11-24,tarea,4.5,Ciencias Naturales
Valentina González Contreras,10000002-4,1ro Básico,A,Inglés,Maximiliano Espinoza Molina,2025-10-10,tarea,4.3,Inglés
Eduardo Muñoz Ramírez,10000084-9,1ro Básico,B,Inglés,Joaquín Araya Peña,2025-05-04,tarea,4.4,Inglés
Fernanda González Figueroa,10000026-1,1ro Básico,A,Ciencias Naturales,Valentina Torres Díaz,2025-04-09,evaluacion,5.2,Ciencias Naturales
Martina Muñoz López,10000049-0,1ro Básico,B,Ciencias Naturales,Valentina Torres Díaz,2025-04-25,evaluacion,4.5,Ciencias Naturales
Gabriel Muñoz Contreras,10000062-8,1ro Básico,B,Lenguaje y Comunicación,Juan García Torres,2025-06-18,prueba,6.6,Lenguaje y Comunicación
Trinidad Muñoz Sepúlveda,10000063-6,1ro Básico,B,Ciencias Naturales,Valentina Torres Díaz,2025-11-14,evaluacion,5.1,Ciencias Naturales
Maximiliano González López,10000019-9,1ro Básico,A,Matemáticas,Pedro Rodríguez Silva,2025-06-07,evaluacion,6.3,Matemáticas
Eduardo Muñoz Ramírez,10000084-9,1ro Básico,B,Orientación,Andrés Poblete Oyarzún,2025-06-18,tarea,4.3,Orientación
Matías Muñoz Díaz,10000046-6,1ro Básico,B,Inglés,Maximiliano Espinoza Molina,2025-10-22,evaluacion,4.5,Inglés
Francisca Muñoz Espinoza,10000081-4,1ro Básico,B,Música,Nicolás Valenzuela Cruz,2025-12-11,tarea,6.4,Música
Alberto González Figueroa,10000041-5,1ro Básico,A,Matemáticas,María López García,2025-04-18,tarea,6.0,Matemáticas
Renata Muñoz López,10000079-2,1ro Básico,B,Lenguaje y Comunicación,Sofía Martínez Vega,2025-12-04,tarea,4.0,Lenguaje y Comunicación
Fernanda Díaz Figueroa,10000161-6,2do Básico,B,Orientación,Constanza Riquelme Carvajal,2025-12-18,evaluacion,6.0,Orientación
Florencia González Díaz,10000016-4,1ro Básico,A,Artes Visuales,Josefa Ruiz Sepúlveda,2025-09-20,tarea,7.0,Artes Visuales
Ignacia Díaz Contreras,10000167-5,2do Básico,B,Ciencias Naturales,Valentina Torres Díaz,2025-11-28,tarea,6.3,Ciencias Naturales
Gabriel Rojas Contreras,10000107-1,2do Básico,A,Educación Física,Antonia Castro Campos,2025-11-09,tarea,5.7,Educación Física
Roberto Díaz Campos,10000178-0,2do Básico,B,Educación Física,Francisco Vargas Jiménez,2025-08-19,tarea,6.3,Educación Física
Santiago Muñoz Campos,10000058-k,1ro Básico,B,Ciencias Naturales,Valentina Torres Díaz,2025-04-26,tarea,6.4,Ciencias Naturales
Lucas Muñoz Torres,10000050-4,1ro Básico,B,Orientación,Andrés Poblete Oyarzún,2025-09-08,prueba,4.5,Orientación
Gabriela Díaz Alarcón,10000179-9,2do Básico,B,Artes Visuales,Manuel Romero Cortés,2025-06-02,evaluacion,6.8,Artes Visuales
Maximiliano González López,10000019-9,1ro Básico,A,Ciencias Naturales,Catalina Reyes Guzmán,2025-06-07,prueba,4.8,Ciencias Naturales
Valentina Muñoz Contreras,10000047-4,1ro Básico,B,Orientación,Constanza Riquelme Carvajal,2025-03-16,evaluacion,5.9,Orientación
Trinidad González Sepúlveda,10000018-0,1ro Básico,A,Lenguaje y Comunicación,Sofía Martínez Vega,2025-08-04,tarea,4.3,Lenguaje y Comunicación
Manuel Díaz Sepúlveda,10000168-3,2do Básico,B,Matemáticas,Pedro Rodríguez Silva,2025-03-18,tarea,4.0,Matemáticas
Ángel Rojas Vega,10000127-6,2do Básico,A,Matemáticas,Pedro Rodríguez Silva,2025-06-17,evaluacion,6.8,Matemáticas
Santiago Rojas Campos,10000103-9,2do Básico,A,Artes Visuales,Josefa Ruiz Sepúlveda,2025-11-21,prueba,6.4,Artes Visuales
Josefa Muñoz Alarcón,10000059-8,1ro Básico,B,Lenguaje y Comunicación,Juan García Torres,2025-05-23,prueba,5.1,Lenguaje y Comunicación
Agustín González Vega,10000007-5,1ro Básico,A,Lenguaje y Comunicación,Juan García Torres,2025-04-08,prueba,4.2,Lenguaje y Comunicación
Carolina Muñoz Cortés,10000085-7,1ro Básico,B,Música,Nicolás Valenzuela Cruz,2025-07-18,prueba,6.3,Música
Ignacia Muñoz Contreras,10000077-6,1ro Básico,B,Educación Física,Sebastián Silva Morales,2025-05-12,tarea,4.5,Educación Física
Sofía Rojas González,10000090-3,2do Básico,A,Ciencias Naturales,Valentina Torres Díaz,2025-07-25,prueba,5.0,Ciencias Naturales
Lucas González Torres,10000005-9,1ro Básico,A,Lenguaje y Comunicación,Sofía Martínez Vega,2025-04-07,tarea,6.5,Lenguaje y Comunicación
Fernanda González Figueroa,10000026-1,1ro Básico,A,Educación Física,Antonia Castro Campos,2025-12-05,evaluacion,4.3,Educación Física
Nicolás González González,10000015-6,1ro Básico,A,Artes Visuales,Isidora Flores Paredes,2025-03-20,prueba,6.4,Artes Visuales
Martina González López,10000004-0,1ro Básico,A,Artes Visuales,Josefa Ruiz Sepúlveda,2025-04-25,prueba,5.2,Artes Visuales
Ignacia González Contreras,10000032-6,1ro Básico,A,Artes Visuales,Manuel Romero Cortés,2025-06-19,tarea,5.9,Artes Visuales
Mateo Díaz Torres,10000170-5,2do Básico,B,Artes Visuales,Isidora Flores Paredes,2025-04-09,evaluacion,4.2,Artes Visuales
Matías González Díaz,10000001-6,1ro Básico,A,Inglés,Joaquín Araya Peña,2025-05-06,evaluacion,6.2,Inglés
Lucas Muñoz Torres,10000050-4,1ro Básico,B,Orientación,Andrés Poblete Oyarzún,2025-08-09,tarea,5.9,Orientación
Eduardo Rojas Ramírez,10000129-2,2do Básico,A,Inglés,Maximiliano Espinoza Molina,2025-04-20,evaluacion,5.7,Inglés
Agustín González Vega,10000007-5,1ro Básico,A,Tecnología,Samuel Jara Bustos,2025-04-18,evaluacion,5.5,Tecnología
Valentina Díaz Contreras,10000137-3,2do Básico,B,Lenguaje y Comunicación,Juan García Torres,2025-07-31,evaluacion,6.8,Lenguaje y Comunicación
Tomás Muñoz Ramírez,10000054-7,1ro Básico,B,Orientación,Andrés Poblete Oyarzún,2025-07-30,prueba,5.7,Orientación
Constanza Rojas Vega,10000112-8,2do Básico,A,Educación Física,Antonia Castro Campos,2025-08-02,tarea,4.0,Educación Física
Constanza Rojas Vega,10000112-8,2do Básico,A,Lenguaje y Comunicación,Juan García Torres,2025-06-29,evaluacion,4.8,Lenguaje y Comunicación
Trinidad Díaz Sepúlveda,10000153-5,2do Básico,B,Inglés,Renata Contreras Vera,2025-05-21,tarea,5.7,Inglés
Manuel Díaz Sepúlveda,10000168-3,2do Básico,B,Música,Francisca Medina Aros,2025-05-31,prueba,5.4,Música
Renata Rojas López,10000124-1,2do Básico,A,Matemáticas,Pedro Rodríguez Silva,2025-11-05,evaluacion,4.6,Matemáticas
Vicente Rojas Jara,10000117-9,2do Básico,A,Orientación,Constanza Riquelme Carvajal,2025-12-04,evaluacion,6.8,Orientación
Martina González López,10000004-0,1ro Básico,A,Música,Francisca Medina Aros,2025-03-08,evaluacion,5.3,Música
Vicente Muñoz Jara,10000072-5,1ro Básico,B,Tecnología,Gabriel Vergara Pacheco,2025-03-06,evaluacion,6.3,Tecnología
Javiera Muñoz Campos,10000073-3,1ro Básico,B,Educación Física,Francisco Vargas Jiménez,2025-04-15,tarea,4.9,Educación Física
Isidora Rojas Espinoza,10000096-2,2do Básico,A,Orientación,Cristóbal Cortés Sandoval,2025-12-10,evaluacion,7.0,Orientación
Ignacia Rojas Contreras,10000122-5,2do Básico,A,Tecnología,Trinidad Santana Ibarra,2025-05-17,evaluacion,6.3,Tecnología
Trinidad Díaz Sepúlveda,10000153-5,2do Básico,B,Educación Física,Antonia Castro Campos,2025-04-14,evaluacion,5.8,Educación Física
Martina Muñoz López,10000049-0,1ro Básico,B,Orientación,Cristóbal Cortés Sandoval,2025-08-16,tarea,5.4,Orientación
Isidora Díaz Espinoza,10000141-1,2do Básico,B,Matemáticas,María López García,2025-11-22,prueba,7.0,Matemáticas
Florencia González Díaz,10000016-4,1ro Básico,A,Educación Física,Antonia Castro Campos,2025-05-03,tarea,4.8,Educación Física
Cristóbal Muñoz Alarcón,10000074-1,1ro Básico,B,Educación Física,Antonia Castro Campos,2025-03-30,evaluacion,6.1,Educación Física
Vicente Rojas Jara,10000117-9,2do Básico,A,Educación Física,Sebastián Silva Morales,2025-10-13,tarea,4.5,Educación Física
Daniela Rojas Jara,10000132-2,2do Básico,A,Tecnología,Trinidad Santana Ibarra,2025-05-20,prueba,4.2,Tecnología
Renata González López,10000034-2,1ro Básico,A,Orientación,Andrés Poblete Oyarzún,2025-04-17,prueba,4.2,Orientación
Valentina Rojas Contreras,10000092-k,2do Básico,A,Educación Física,Antonia Castro Campos,2025-04-07,tarea,6.9,Educación Física
Daniela Muñoz Jara,10000087-3,1ro Básico,B,Música,Francisca Medina Aros,2025-04-09,evaluacion,5.2,Música
Agustín González Vega,10000007-5,1ro Básico,A,Matemáticas,Ana González Muñoz,2025-09-23,evaluacion,6.9,Matemáticas
Victoria González Gutiérrez,10000038-5,1ro Básico,A,Educación Física,Francisco Vargas Jiménez,2025-07-24,tarea,6.4,Educación Física
Cristóbal Muñoz Alarcón,10000074-1,1ro Básico,B,Música,Vicente Tapia Iglesias,2025-05-19,evaluacion,5.6,Música
Maite Muñoz González,10000075-k,1ro Básico,B,Inglés,Renata Contreras Vera,2025-03-02,prueba,5.0,Inglés
Emilia Díaz Gutiérrez,10000143-8,2do Básico,B,Inglés,Renata Contreras Vera,2025-05-18,evaluacion,6.1,Inglés
Renata Díaz López,10000169-1,2do Básico,B,Matemáticas,Pedro Rodríguez Silva,2025-04-12,evaluacion,5.9,Matemáticas
María José Rojas Ramírez,10000114-4,2do Básico,A,Educación Física,Sebastián Silva Morales,2025-07-17,tarea,6.9,Educación Física
Martina Díaz López,10000139-k,2do Básico,B,Música,Nicolás Valenzuela Cruz,2025-12-12,prueba,4.9,Música
María José Muñoz Ramírez,10000069-5,1ro Básico,B,Lenguaje y Comunicación,Juan García Torres,2025-06-17,evaluacion,6.8,Lenguaje y Comunicación
Lucas González Torres,10000005-9,1ro Básico,A,Lenguaje y Comunicación,Sofía Martínez Vega,2025-04-13,evaluacion,5.6,Lenguaje y Comunicación
Tomás González Ramírez,10000009-1,1ro Básico,A,Matemáticas,Pedro Rodríguez Silva,2025-04-24,tarea,4.4,Matemáticas
Sebastián Díaz Cortés,10000160-8,2do Básico,B,Orientación,Constanza Riquelme Carvajal,2025-04-06,prueba,4.9,Orientación
Diego González Figueroa,10000011-3,1ro Básico,A,Orientación,Cristóbal Cortés Sandoval,2025-03-30,evaluacion,4.8,Orientación
Javiera Muñoz Campos,10000073-3,1ro Básico,B,Tecnología,Trinidad Santana Ibarra,2025-09-04,tarea,4.9,Tecnología
Constanza González Vega,10000022-9,1ro Básico,A,Orientación,Andrés Poblete Oyarzún,2025-10-27,tarea,5.0,Orientación
Sebastián Díaz Cortés,10000160-8,2do Básico,B,Música,Francisca Medina Aros,2025-05-14,evaluacion,5.6,Música
Maite Rojas González,10000120-9,2do Básico,A,Música,Vicente Tapia Iglesias,2025-09-19,tarea,4.2,Música
Antonia Rojas Torres,10000110-1,2do Básico,A,Ciencias Naturales,Catalina Reyes Guzmán,2025-08-31,evaluacion,4.2,Ciencias Naturales
Fernanda Rojas Figueroa,10000116-0,2do Básico,A,Música,Francisca Medina Aros,2025-05-10,tarea,6.3,Música
Roberto González Campos,10000043-1,1ro Básico,A,Inglés,Joaquín Araya Peña,2025-05-12,tarea,5.3,Inglés
Agustín Díaz Vega,10000142-k,2do Básico,B,Artes Visuales,Josefa Ruiz Sepúlveda,2025-03-22,tarea,5.0,Artes Visuales
Victoria Rojas Gutiérrez,10000128-4,2do Básico,A,Matemáticas,Ana González Muñoz,2025-09-14,evaluacion,4.9,Matemáticas
Benjamín Muñoz Sepúlveda,10000048-2,1ro Básico,B,Matemáticas,Ana González Muñoz,2025-10-02,tarea,6.0,Matemáticas
Agustín Díaz Vega,10000142-k,2do Básico,B,Lenguaje y Comunicación,Juan García Torres,2025-04-14,evaluacion,4.7,Lenguaje y Comunicación
Tomás Rojas Ramírez,10000099-7,2do Básico,A,Tecnología,Samuel Jara Bustos,2025-05-02,evaluacion,5.0,Tecnología
Felipe Díaz Gutiérrez,10000158-6,2do Básico,B,Matemáticas,Pedro Rodríguez Silva,2025-05-11,evaluacion,4.5,Matemáticas
Amanda Rojas Cortés,10000100-4,2do Básico,A,Inglés,Renata Contreras Vera,2025-04-22,evaluacion,4.2,Inglés
Benjamín González Sepúlveda,10000003-2,1ro Básico,A,Tecnología,Samuel Jara Bustos,2025-08-26,tarea,6.3,Tecnología
Antonia González Torres,10000020-2,1ro Básico,A,Ciencias Naturales,Diego Morales Soto,2025-10-10,prueba,6.5,Ciencias Naturales
Javiera Rojas Campos,10000118-7,2do Básico,A,Artes Visuales,Isidora Flores Paredes,2025-12-29,tarea,5.7,Artes Visuales
Gabriel Muñoz Contreras,10000062-8,1ro Básico,B,Orientación,Constanza Riquelme Carvajal,2025-07-05,tarea,4.5,Orientación
Isidora Díaz Espinoza,10000141-1,2do Básico,B,Ciencias Naturales,Catalina Reyes Guzmán,2025-03-02,prueba,4.9,Ciencias Naturales
Lucas Muñoz Torres,10000050-4,1ro Básico,B,Educación Física,Sebastián Silva Morales,2025-03-27,evaluacion,6.0,Educación Física
Nicolás Rojas González,10000105-5,2do Básico,A,Lenguaje y Comunicación,Juan García Torres,2025-06-18,tarea,6.8,Lenguaje y Comunicación
Josefa Muñoz Alarcón,10000059-8,1ro Básico,B,Tecnología,Samuel Jara Bustos,2025-11-26,tarea,6.4,Tecnología
Matías González Díaz,10000001-6,1ro Básico,A,Artes Visuales,Isidora Flores Paredes,2025-05-13,prueba,5.2,Artes Visuales
Vicente Díaz Jara,10000162-4,2do Básico,B,Inglés,Maximiliano Espinoza Molina,2025-11-17,prueba,4.8,Inglés
Roberto Rojas Campos,10000133-0,2do Básico,A,Inglés,Renata Contreras Vera,2025-05-06,prueba,4.2,Inglés
Gabriela González Alarcón,10000044-k,1ro Básico,A,Inglés,Maximiliano Espinoza Molina,2025-06-23,prueba,6.0,Inglés
Alberto Díaz Figueroa,10000176-4,2do Básico,B,Matemáticas,Ana González Muñoz,2025-05-10,evaluacion,5.7,Matemáticas
Renata Muñoz López,10000079-2,1ro Básico,B,Música,Francisca Medina Aros,2025-11-04,prueba,4.0,Música
Trinidad González Sepúlveda,10000018-0,1ro Básico,A,Lenguaje y Comunicación,Sofía Martínez Vega,2025-06-19,prueba,6.4,Lenguaje y Comunicación
Joaquín Muñoz Espinoza,10000066-0,1ro Básico,B,Inglés,Joaquín Araya Peña,2025-05-14,tarea,4.1,Inglés
Maximiliano Díaz López,10000154-3,2do Básico,B,Música,Vicente Tapia Iglesias,2025-08-21,tarea,6.5,Música
Josefa Díaz Alarcón,10000149-7,2do Básico,B,Inglés,Renata Contreras Vera,2025-05-23,evaluacion,5.0,Inglés
Maite González González,10000030-k,1ro Básico,A,Tecnología,Samuel Jara Bustos,2025-09-05,evaluacion,4.6,Tecnología
Diego Muñoz Figueroa,10000056-3,1ro Básico,B,Orientación,Constanza Riquelme Carvajal,2025-09-04,tarea,6.6,Orientación
Tomás Muñoz Ramírez,10000054-7,1ro Básico,B,Tecnología,Trinidad Santana Ibarra,2025-04-05,tarea,4.1,Tecnología
Fernanda Díaz Figueroa,10000161-6,2do Básico,B,Artes Visuales,Josefa Ruiz Sepúlveda,2025-09-11,tarea,5.1,Artes Visuales
Catalina González Jara,10000012-1,1ro Básico,A,Educación Física,Antonia Castro Campos,2025-07-05,evaluacion,5.0,Educación Física
Ignacia Díaz Contreras,10000167-5,2do Básico,B,Educación Física,Francisco Vargas Jiménez,2025-08-05,evaluacion,4.5,Educación Física
Roberto Díaz Campos,10000178-0,2do Básico,B,Música,Nicolás Valenzuela Cruz,2025-08-11,tarea,5.5,Música
Joaquín Rojas Espinoza,10000111-k,2do Básico,A,Ciencias Naturales,Catalina Reyes Guzmán,2025-05-27,evaluacion,4.9,Ciencias Naturales
Andrés González Díaz,10000031-8,1ro Básico,A,Música,Vicente Tapia Iglesias,2025-06-06,evaluacion,5.0,Música
Francisca Rojas Espinoza,10000126-8,2do Básico,A,Educación Física,Antonia Castro Campos,2025-12-03,evaluacion,5.3,Educación Física
Daniela Díaz Jara,10000177-2,2do Básico,B,Inglés,Renata Contreras Vera,2025-07-01,tarea,4.5,Inglés
Francisca González Espinoza,10000036-9,1ro Básico,A,Matemáticas,Ana González Muñoz,2025-06-11,tarea,5.0,Matemáticas
Josefa Rojas Alarcón,10000104-7,2do Básico,A,Ciencias Naturales,Valentina Torres Díaz,2025-09-25,evaluacion,5.2,Ciencias Naturales
Benjamín Rojas Sepúlveda,10000093-8,2do Básico,A,Tecnología,Gabriel Vergara Pacheco,2025-03-11,evaluacion,5.0,Tecnología
Benjamín Díaz Sepúlveda,10000138-1,2do Básico,B,Educación Física,Francisco Vargas Jiménez,2025-12-25,evaluacion,4.6,Educación Física
Isidora Rojas Espinoza,10000096-2,2do Básico,A,Lenguaje y Comunicación,Juan García Torres,2025-08-16,evaluacion,5.1,Lenguaje y Comunicación
Andrés Rojas Díaz,10000121-7,2do Básico,A,Lenguaje y Comunicación,Carmen López Valenzuela,2025-08-30,tarea,4.3,Lenguaje y Comunicación
Trinidad Rojas Sepúlveda,10000108-k,2do Básico,A,Artes Visuales,Isidora Flores Paredes,2025-03-17,evaluacion,6.0,Artes Visuales
Amanda González Cortés,10000010-5,1ro Básico,A,Inglés,Renata Contreras Vera,2025-08-18,tarea,4.9,Inglés
Amanda Díaz Cortés,10000145-4,2do Básico,B,Tecnología,Gabriel Vergara Pacheco,2025-07-22,evaluacion,6.0,Tecnología
Catalina Rojas Jara,10000102-0,2do Básico,A,Educación Física,Antonia Castro Campos,2025-03-01,tarea,6.3,Educación Física
Francisca Díaz Espinoza,10000171-3,2do Básico,B,Matemáticas,Ana González Muñoz,2025-10-14,evaluacion,5.2,Matemáticas
Joaquín González Espinoza,10000021-0,1ro Básico,A,Música,Vicente Tapia Iglesias,2025-06-14,evaluacion,6.0,Música
Renata Rojas López,10000124-1,2do Básico,A,Orientación,Andrés Poblete Oyarzún,2025-09-04,prueba,5.2,Orientación
Agustín Rojas Vega,10000097-0,2do Básico,A,Música,Francisca Medina Aros,2025-12-06,tarea,4.0,Música
Alberto Rojas Figueroa,10000131-4,2do Básico,A,Música,Vicente Tapia Iglesias,2025-08-18,tarea,4.5,Música
Mateo Muñoz Torres,10000080-6,1ro Básico,B,Matemáticas,Pedro Rodríguez Silva,2025-11-23,tarea,5.3,Matemáticas
Catalina Rojas Jara,10000102-0,2do Básico,A,Matemáticas,Ana González Muñoz,2025-03-05,evaluacion,5.8,Matemáticas
Amanda Díaz Cortés,10000145-4,2do Básico,B,Matemáticas,Ana González Muñoz,2025-05-24,evaluacion,6.0,Matemáticas
Lucas Muñoz Torres,10000050-4,1ro Básico,B,Tecnología,Gabriel Vergara Pacheco,2025-12-28,evaluacion,6.4,Tecnología
Ángel González Vega,10000037-7,1ro Básico,A,Música,Francisca Medina Aros,2025-09-19,evaluacion,4.3,Música
Lucas Díaz Torres,10000140-3,2do Básico,B,Música,Vicente Tapia Iglesias,2025-04-30,evaluacion,4.1,Música
Matías Muñoz Díaz,10000046-6,1ro Básico,B,Matemáticas,Pedro Rodríguez Silva,2025-04-20,evaluacion,6.7,Matemáticas
Cristóbal González Alarcón,10000029-6,1ro Básico,A,Artes Visuales,Manuel Romero Cortés,2025-08-26,evaluacion,6.8,Artes Visuales
Florencia Díaz Díaz,10000151-9,2do Básico,B,Matemáticas,Pedro Rodríguez Silva,2025-08-06,tarea,5.0,Matemáticas
Carolina Muñoz Cortés,10000085-7,1ro Básico,B,Inglés,Renata Contreras Vera,2025-03-12,tarea,4.2,Inglés
Carolina Rojas Cortés,10000130-6,2do Básico,A,Lenguaje y Comunicación,Juan García Torres,2025-03-31,tarea,6.2,Lenguaje y Comunicación
Nicolás Muñoz González,10000060-1,1ro Básico,B,Tecnología,Gabriel Vergara Pacheco,2025-08-14,tarea,6.5,Tecnología
Eduardo Muñoz Ramírez,10000084-9,1ro Básico,B,Matemáticas,Ana González Muñoz,2025-05-04,tarea,6.4,Matemáticas
Maite Rojas González,10000120-9,2do Básico,A,Orientación,Cristóbal Cortés Sandoval,2025-05-21,evaluacion,6.2,Orientación
Josefa Rojas Alarcón,10000104-7,2do Básico,A,Orientación,Cristóbal Cortés Sandoval,2025-08-27,evaluacion,5.6,Orientación
Lucas González Torres,10000005-9,1ro Básico,A,Inglés,Maximiliano Espinoza Molina,2025-05-23,tarea,4.0,Inglés
Santiago Muñoz Campos,10000058-k,1ro Básico,B,Matemáticas,María López García,2025-05-31,tarea,5.3,Matemáticas
Matías Rojas Díaz,10000091-1,2do Básico,A,Inglés,Renata Contreras Vera,2025-11-04,evaluacion,6.8,Inglés
Roberto Díaz Campos,10000178-0,2do Básico,B,Inglés,Renata Contreras Vera,2025-11-02,prueba,4.8,Inglés
Amanda Rojas Cortés,10000100-4,2do Básico,A,Tecnología,Gabriel Vergara Pacheco,2025-05-13,prueba,4.2,Tecnología
