nombre,rut,curso,seccion,fecha,estado
Carolina González Cortés,10000040-7,1ro Básico,A,2025-11-19,justificado
Carolina González Cortés,10000040-7,1ro Básico,A,2025-11-20,presente
Carolina González Cortés,10000040-7,1ro Básico,A,2025-11-21,presente
Carolina González Cortés,10000040-7,1ro Básico,A,2025-11-24,presente
Carolina González Cortés,10000040-7,1ro Básico,A,2025-11-25,presente
Carolina González Cortés,10000040-7,1ro Básico,A,2025-11-26,justificado
Carolina González Cortés,10000040-7,1ro Básico,A,2025-11-27,presente
Carolina González Cortés,10000040-7,1ro Básico,A,2025-11-28,justificado
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-03-03,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-03-04,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-03-05,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-03-06,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-03-07,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-03-10,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-03-11,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-03-12,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-03-13,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-03-14,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-03-17,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-03-18,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-03-19,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-03-20,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-03-21,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-03-24,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-03-25,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-03-26,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-03-27,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-03-28,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-04-01,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-04-02,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-04-03,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-04-04,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-04-07,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-04-08,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-04-09,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-04-10,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-04-11,tardanza
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-04-14,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-04-15,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-04-16,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-04-17,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-04-21,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-04-22,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-04-23,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-04-24,ausente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-04-25,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-04-28,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-04-29,tardanza
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-04-30,ausente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-05-02,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-05-05,ausente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-05-06,tardanza
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-05-07,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-05-08,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-05-09,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-05-12,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-05-13,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-05-14,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-05-15,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-05-16,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-05-19,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-05-20,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-05-22,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-05-23,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-05-26,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-05-27,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-05-28,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-05-29,ausente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-05-30,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-06-02,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-06-03,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-06-04,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-06-05,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-06-06,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-06-09,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-06-10,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-06-11,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-06-12,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-06-13,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-06-16,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-06-17,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-06-18,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-06-19,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-06-23,tardanza
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-06-24,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-06-25,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-06-26,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-06-27,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-06-30,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-07-01,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-07-02,ausente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-07-03,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-07-04,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-07-21,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-07-22,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-07-23,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-07-24,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-07-25,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-07-28,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-07-29,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-07-30,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-07-31,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-08-01,ausente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-08-04,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-08-05,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-08-06,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-08-07,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-08-08,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-08-11,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-08-12,justificado
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-08-13,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-08-14,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-08-18,ausente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-08-19,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-08-20,tardanza
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-08-21,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-08-22,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-08-25,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-08-26,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-08-27,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-08-28,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-08-29,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-09-01,tardanza
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-09-02,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-09-03,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-09-04,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-09-05,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-09-08,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-09-09,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-09-10,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-09-11,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-09-12,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-09-15,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-09-16,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-09-17,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-09-22,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-09-23,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-09-24,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-09-25,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-09-26,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-09-29,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-09-30,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-10-01,ausente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-10-02,tardanza
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-10-03,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-10-06,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-10-07,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-10-08,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-10-09,tardanza
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-10-10,ausente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-10-13,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-10-14,ausente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-10-15,ausente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-10-16,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-10-17,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-10-20,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-10-21,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-10-22,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-10-23,ausente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-10-24,ausente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-10-27,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-10-28,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-10-29,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-10-30,ausente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-11-03,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-11-04,justificado
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-11-05,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-11-06,justificado
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-11-07,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-11-10,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-11-11,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-11-12,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-11-13,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-11-14,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-11-17,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-11-18,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-11-19,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-11-20,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-11-21,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-11-24,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-11-25,tardanza
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-11-26,presente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-11-27,ausente
Alberto González Figueroa,10000041-5,1ro Básico,A,2025-11-28,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-03-03,tardanza
Daniela González Jara,10000042-3,1ro Básico,A,2025-03-04,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-03-05,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-03-06,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-03-07,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-03-10,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-03-11,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-03-12,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-03-13,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-03-14,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-03-17,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-03-18,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-03-19,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-03-20,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-03-21,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-03-24,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-03-25,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-03-26,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-03-27,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-03-28,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-04-01,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-04-02,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-04-03,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-04-04,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-04-07,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-04-08,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-04-09,ausente
Daniela González Jara,10000042-3,1ro Básico,A,2025-04-10,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-04-11,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-04-14,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-04-15,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-04-16,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-04-17,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-04-21,tardanza
Daniela González Jara,10000042-3,1ro Básico,A,2025-04-22,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-04-23,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-04-24,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-04-25,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-04-28,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-04-29,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-04-30,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-05-02,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-05-05,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-05-06,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-05-07,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-05-08,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-05-09,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-05-12,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-05-13,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-05-14,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-05-15,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-05-16,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-05-19,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-05-20,ausente
Daniela González Jara,10000042-3,1ro Básico,A,2025-05-22,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-05-23,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-05-26,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-05-27,ausente
Daniela González Jara,10000042-3,1ro Básico,A,2025-05-28,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-05-29,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-05-30,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-06-02,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-06-03,ausente
Daniela González Jara,10000042-3,1ro Básico,A,2025-06-04,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-06-05,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-06-06,tardanza
Daniela González Jara,10000042-3,1ro Básico,A,2025-06-09,tardanza
Daniela González Jara,10000042-3,1ro Básico,A,2025-06-10,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-06-11,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-06-12,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-06-13,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-06-16,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-06-17,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-06-18,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-06-19,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-06-23,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-06-24,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-06-25,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-06-26,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-06-27,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-06-30,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-07-01,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-07-02,tardanza
Daniela González Jara,10000042-3,1ro Básico,A,2025-07-03,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-07-04,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-07-21,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-07-22,ausente
Daniela González Jara,10000042-3,1ro Básico,A,2025-07-23,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-07-24,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-07-25,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-07-28,ausente
Daniela González Jara,10000042-3,1ro Básico,A,2025-07-29,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-07-30,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-07-31,ausente
Daniela González Jara,10000042-3,1ro Básico,A,2025-08-01,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-08-04,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-08-05,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-08-06,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-08-07,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-08-08,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-08-11,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-08-12,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-08-13,ausente
Daniela González Jara,10000042-3,1ro Básico,A,2025-08-14,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-08-18,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-08-19,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-08-20,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-08-21,tardanza
Daniela González Jara,10000042-3,1ro Básico,A,2025-08-22,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-08-25,ausente
Daniela González Jara,10000042-3,1ro Básico,A,2025-08-26,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-08-27,ausente
Daniela González Jara,10000042-3,1ro Básico,A,2025-08-28,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-08-29,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-09-01,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-09-02,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-09-03,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-09-04,ausente
Daniela González Jara,10000042-3,1ro Básico,A,2025-09-05,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-09-08,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-09-09,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-09-10,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-09-11,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-09-12,ausente
Daniela González Jara,10000042-3,1ro Básico,A,2025-09-15,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-09-16,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-09-17,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-09-22,tardanza
Daniela González Jara,10000042-3,1ro Básico,A,2025-09-23,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-09-24,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-09-25,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-09-26,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-09-29,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-09-30,ausente
Daniela González Jara,10000042-3,1ro Básico,A,2025-10-01,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-10-02,ausente
Daniela González Jara,10000042-3,1ro Básico,A,2025-10-03,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-10-06,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-10-07,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-10-08,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-10-09,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-10-10,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-10-13,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-10-14,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-10-15,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-10-16,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-10-17,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-10-20,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-10-21,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-10-22,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-10-23,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-10-24,ausente
Daniela González Jara,10000042-3,1ro Básico,A,2025-10-27,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-10-28,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-10-29,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-10-30,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-11-03,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-11-04,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-11-05,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-11-06,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-11-07,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-11-10,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-11-11,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-11-12,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-11-13,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-11-14,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-11-17,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-11-18,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-11-19,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-11-20,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-11-21,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-11-24,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-11-25,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-11-26,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-11-27,presente
Daniela González Jara,10000042-3,1ro Básico,A,2025-11-28,presente
Roberto González Campos,10000043-1,1ro Básico,A,2025-03-03,presente
Roberto González Campos,10000043-1,1ro Básico,A,2025-03-04,presente
Roberto González Campos,10000043-1,1ro Básico,A,2025-03-05,presente
Roberto González Campos,10000043-1,1ro Básico,A,2025-03-06,presente
Roberto González Campos,10000043-1,1ro Básico,A,2025-03-07,justificado
Roberto González Campos,10000043-1,1ro Básico,A,2025-03-10,presente
Roberto González Campos,10000043-1,1ro Básico,A,2025-03-11,ausente
Roberto González Campos,10000043-1,1ro Básico,A,2025-03-12,presente
Roberto González Campos,10000043-1,1ro Básico,A,2025-03-13,presente
Roberto González Campos,10000043-1,1ro Básico,A,2025-03-14,presente
Roberto González Campos,10000043-1,1ro Básico,A,2025-03-17,presente
Roberto González Campos,10000043-1,1ro Básico,A,2025-03-18,presente
Roberto González Campos,10000043-1,1ro Básico,A,2025-03-19,justificado
Roberto González Campos,10000043-1,1ro Básico,A,2025-03-20,presente
Roberto González Campos,10000043-1,1ro Básico,A,2025-03-21,ausente
Roberto González Campos,10000043-1,1ro Básico,A,2025-03-24,presente
Roberto González Campos,10000043-1,1ro Básico,A,2025-03-25,presente
Roberto González Campos,10000043-1,1ro Básico,A,2025-03-26,presente
Roberto González Campos,10000043-1,1ro Básico,A,2025-03-27,presente
Roberto González Campos,10000043-1,1ro Básico,A,2025-03-28,presente
Roberto González Campos,10000043-1,1ro Básico,A,2025-04-01,presente
Roberto González Campos,10000043-1,1ro Básico,A,2025-04-02,ausente
Roberto González Campos,10000043-1,1ro Básico,A,2025-04-03,presente
Roberto González Campos,10000043-1,1ro Básico,A,2025-04-04,presente
Roberto González Campos,10000043-1,1ro Básico,A,2025-04-07,presente
Roberto González Campos,10000043-1,1ro Básico,A,2025-04-08,presente
Roberto González Campos,10000043-1,1ro Básico,A,2025-04-09,presente
Roberto González Campos,10000043-1,1ro Básico,A,2025-04-10,presente
Roberto González Campos,10000043-1,1ro Básico,A,2025-04-11,presente
Roberto González Campos,10000043-1,1ro Básico,A,2025-04-14,ausente
Roberto González Campos,10000043-1,1ro Básico,A,2025-04-15,presente
Roberto González Campos,10000043-1,1ro Básico,A,2025-04-16,ausente
Roberto González Campos,10000043-1,1ro Básico,A,2025-04-17,presente
Roberto González Campos,10000043-1,1ro Básico,A,2025-04-21,presente
Roberto González Campos,10000043-1,1ro Básico,A,2025-04-22,presente
Roberto González Campos,10000043-1,1ro Básico,A,2025-04-23,presente
Roberto González Campos,10000043-1,1ro Básico,A,2025-04-24,presente
Roberto González Campos,10000043-1,1ro Básico,A,2025-04-25,presente
