nombre,rut,curso,seccion,asignatura,tipo,fecha,nota,tema
María José González Ramírez,10000024-5,1ro Básico,A,Matemáticas,evaluacion,2025-08-08,27,Figuras geométricas
María José González Ramírez,10000024-5,1ro Básico,A,Matemáticas,prueba,2025-08-10,55,Secuencias numéricas
María José González Ramírez,10000024-5,1ro Básico,A,Matemáticas,tarea,2025-09-12,58,Comparación de cantidades
María José González Ramírez,10000024-5,1ro Básico,A,Matemáticas,evaluacion,2025-09-14,90,Números 1-20
María José González Ramírez,10000024-5,1ro Básico,A,Matemáticas,prueba,2025-10-16,58,Suma y resta básica
María José González Ramírez,10000024-5,1ro Básico,A,Matemáticas,tarea,2025-10-18,98,Figuras geométricas
María José González Ramírez,10000024-5,1ro Básico,A,Matemáticas,evaluacion,2025-11-20,99,Secuencias numéricas
María José González Ramírez,10000024-5,1ro Básico,A,Matemáticas,prueba,2025-11-22,41,Comparación de cantidades
María José González Ramírez,10000024-5,1ro Básico,A,Ciencias Naturales,prueba,2025-03-05,51,Seres vivos
María José González Ramírez,10000024-5,1ro Básico,A,Ciencias Naturales,tarea,2025-03-07,5,Plantas y partes
María José González Ramírez,10000024-5,1ro Básico,A,Ciencias Naturales,evaluacion,2025-04-09,15,Cinco sentidos
María José González Ramírez,10000024-5,1ro Básico,A,Ciencias Naturales,prueba,2025-04-11,60,Ciclo del agua
María José González Ramírez,10000024-5,1ro Básico,A,Ciencias Naturales,tarea,2025-05-13,9,Hábitat de animales
María José González Ramírez,10000024-5,1ro Básico,A,Ciencias Naturales,evaluacion,2025-05-15,86,Seres vivos
María José González Ramírez,10000024-5,1ro Básico,A,Ciencias Naturales,prueba,2025-05-17,1,Plantas y partes
María José González Ramírez,10000024-5,1ro Básico,A,Ciencias Naturales,tarea,2025-06-19,96,Cinco sentidos
María José González Ramírez,10000024-5,1ro Básico,A,Ciencias Naturales,evaluacion,2025-06-21,96,Ciclo del agua
María José González Ramírez,10000024-5,1ro Básico,A,Ciencias Naturales,prueba,2025-06-23,98,Hábitat de animales
María José González Ramírez,10000024-5,1ro Básico,A,Ciencias Naturales,prueba,2025-07-04,1,Seres vivos
María José González Ramírez,10000024-5,1ro Básico,A,Ciencias Naturales,tarea,2025-07-06,18,Plantas y partes
María José González Ramírez,10000024-5,1ro Básico,A,Ciencias Naturales,evaluacion,2025-08-08,45,Cinco sentidos
María José González Ramírez,10000024-5,1ro Básico,A,Ciencias Naturales,prueba,2025-08-10,57,Ciclo del agua
María José González Ramírez,10000024-5,1ro Básico,A,Ciencias Naturales,tarea,2025-09-12,41,Hábitat de animales
María José González Ramírez,10000024-5,1ro Básico,A,Ciencias Naturales,evaluacion,2025-09-14,15,Seres vivos
María José González Ramírez,10000024-5,1ro Básico,A,Ciencias Naturales,prueba,2025-10-16,96,Plantas y partes
María José González Ramírez,10000024-5,1ro Básico,A,Ciencias Naturales,tarea,2025-10-18,93,Cinco sentidos
María José González Ramírez,10000024-5,1ro Básico,A,Ciencias Naturales,evaluacion,2025-11-20,58,Ciclo del agua
María José González Ramírez,10000024-5,1ro Básico,A,Ciencias Naturales,prueba,2025-11-22,35,Hábitat de animales
María José González Ramírez,10000024-5,1ro Básico,A,Historia y Geografía,prueba,2025-03-05,49,Mi familia
María José González Ramírez,10000024-5,1ro Básico,A,Historia y Geografía,tarea,2025-03-07,15,Mi comunidad
María José González Ramírez,10000024-5,1ro Básico,A,Historia y Geografía,evaluacion,2025-04-09,82,Ubicación espacial
María José González Ramírez,10000024-5,1ro Básico,A,Historia y Geografía,prueba,2025-04-11,52,Tradiciones
María José González Ramírez,10000024-5,1ro Básico,A,Historia y Geografía,tarea,2025-05-13,65,Símbolos patrios
María José González Ramírez,10000024-5,1ro Básico,A,Historia y Geografía,evaluacion,2025-05-15,16,Mi familia
María José González Ramírez,10000024-5,1ro Básico,A,Historia y Geografía,prueba,2025-05-17,13,Mi comunidad
María José González Ramírez,10000024-5,1ro Básico,A,Historia y Geografía,tarea,2025-06-19,83,Ubicación espacial
María José González Ramírez,10000024-5,1ro Básico,A,Historia y Geografía,evaluacion,2025-06-21,96,Tradiciones
María José González Ramírez,10000024-5,1ro Básico,A,Historia y Geografía,prueba,2025-06-23,85,Símbolos patrios
María José González Ramírez,10000024-5,1ro Básico,A,Historia y Geografía,prueba,2025-07-04,55,Mi familia
María José González Ramírez,10000024-5,1ro Básico,A,Historia y Geografía,tarea,2025-07-06,38,Mi comunidad
María José González Ramírez,10000024-5,1ro Básico,A,Historia y Geografía,evaluacion,2025-08-08,9,Ubicación espacial
María José González Ramírez,10000024-5,1ro Básico,A,Historia y Geografía,prueba,2025-08-10,43,Tradiciones
María José González Ramírez,10000024-5,1ro Básico,A,Historia y Geografía,tarea,2025-09-12,10,Símbolos patrios
María José González Ramírez,10000024-5,1ro Básico,A,Historia y Geografía,evaluacion,2025-09-14,15,Mi familia
María José González Ramírez,10000024-5,1ro Básico,A,Historia y Geografía,prueba,2025-10-16,57,Mi comunidad
María José González Ramírez,10000024-5,1ro Básico,A,Historia y Geografía,tarea,2025-10-18,78,Ubicación espacial
María José González Ramírez,10000024-5,1ro Básico,A,Historia y Geografía,evaluacion,2025-11-20,60,Tradiciones
María José González Ramírez,10000024-5,1ro Básico,A,Historia y Geografía,prueba,2025-11-22,20,Símbolos patrios
Sebastián González Cortés,10000025-3,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-03-05,69,Comprensión lectora
Sebastián González Cortés,10000025-3,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-03-07,65,Escritura básica
Sebastián González Cortés,10000025-3,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-04-09,18,Vocales y consonantes
Sebastián González Cortés,10000025-3,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-04-11,52,Palabras frecuentes
Sebastián González Cortés,10000025-3,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-05-13,83,Textos breves
Sebastián González Cortés,10000025-3,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-05-15,84,Comprensión lectora
Sebastián González Cortés,10000025-3,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-05-17,88,Escritura básica
Sebastián González Cortés,10000025-3,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-06-19,36,Vocales y consonantes
Sebastián González Cortés,10000025-3,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-06-21,51,Palabras frecuentes
Sebastián González Cortés,10000025-3,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-06-23,26,Textos breves
Sebastián González Cortés,10000025-3,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-07-04,32,Comprensión lectora
Sebastián González Cortés,10000025-3,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-07-06,34,Escritura básica
Sebastián González Cortés,10000025-3,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-08-08,1,Vocales y consonantes
Sebastián González Cortés,10000025-3,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-08-10,93,Palabras frecuentes
Sebastián González Cortés,10000025-3,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-09-12,38,Textos breves
Sebastián González Cortés,10000025-3,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-09-14,99,Comprensión lectora
Sebastián González Cortés,10000025-3,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-10-16,86,Escritura básica
Sebastián González Cortés,10000025-3,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-10-18,100,Vocales y consonantes
Sebastián González Cortés,10000025-3,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-11-20,70,Palabras frecuentes
Sebastián González Cortés,10000025-3,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-11-22,7,Textos breves
Sebastián González Cortés,10000025-3,1ro Básico,A,Matemáticas,prueba,2025-03-05,68,Números 1-20
Sebastián González Cortés,10000025-3,1ro Básico,A,Matemáticas,tarea,2025-03-07,90,Suma y resta básica
Sebastián González Cortés,10000025-3,1ro Básico,A,Matemáticas,evaluacion,2025-04-09,46,Figuras geométricas
Sebastián González Cortés,10000025-3,1ro Básico,A,Matemáticas,prueba,2025-04-11,45,Secuencias numéricas
Sebastián González Cortés,10000025-3,1ro Básico,A,Matemáticas,tarea,2025-05-13,52,Comparación de cantidades
Sebastián González Cortés,10000025-3,1ro Básico,A,Matemáticas,evaluacion,2025-05-15,58,Números 1-20
Sebastián González Cortés,10000025-3,1ro Básico,A,Matemáticas,prueba,2025-05-17,17,Suma y resta básica
Sebastián González Cortés,10000025-3,1ro Básico,A,Matemáticas,tarea,2025-06-19,22,Figuras geométricas
Sebastián González Cortés,10000025-3,1ro Básico,A,Matemáticas,evaluacion,2025-06-21,98,Secuencias numéricas
Sebastián González Cortés,10000025-3,1ro Básico,A,Matemáticas,prueba,2025-06-23,17,Comparación de cantidades
Sebastián González Cortés,10000025-3,1ro Básico,A,Matemáticas,prueba,2025-07-04,46,Números 1-20
Sebastián González Cortés,10000025-3,1ro Básico,A,Matemáticas,tarea,2025-07-06,13,Suma y resta básica
Sebastián González Cortés,10000025-3,1ro Básico,A,Matemáticas,evaluacion,2025-08-08,53,Figuras geométricas
Sebastián González Cortés,10000025-3,1ro Básico,A,Matemáticas,prueba,2025-08-10,94,Secuencias numéricas
Sebastián González Cortés,10000025-3,1ro Básico,A,Matemáticas,tarea,2025-09-12,19,Comparación de cantidades
Sebastián González Cortés,10000025-3,1ro Básico,A,Matemáticas,evaluacion,2025-09-14,41,Números 1-20
Sebastián González Cortés,10000025-3,1ro Básico,A,Matemáticas,prueba,2025-10-16,90,Suma y resta básica
Sebastián González Cortés,10000025-3,1ro Básico,A,Matemáticas,tarea,2025-10-18,58,Figuras geométricas
Sebastián González Cortés,10000025-3,1ro Básico,A,Matemáticas,evaluacion,2025-11-20,49,Secuencias numéricas
Sebastián González Cortés,10000025-3,1ro Básico,A,Matemáticas,prueba,2025-11-22,56,Comparación de cantidades
Sebastián González Cortés,10000025-3,1ro Básico,A,Ciencias Naturales,prueba,2025-03-05,42,Seres vivos
Sebastián González Cortés,10000025-3,1ro Básico,A,Ciencias Naturales,tarea,2025-03-07,52,Plantas y partes
Sebastián González Cortés,10000025-3,1ro Básico,A,Ciencias Naturales,evaluacion,2025-04-09,79,Cinco sentidos
Sebastián González Cortés,10000025-3,1ro Básico,A,Ciencias Naturales,prueba,2025-04-11,28,Ciclo del agua
Sebastián González Cortés,10000025-3,1ro Básico,A,Ciencias Naturales,tarea,2025-05-13,71,Hábitat de animales
Sebastián González Cortés,10000025-3,1ro Básico,A,Ciencias Naturales,evaluacion,2025-05-15,3,Seres vivos
Sebastián González Cortés,10000025-3,1ro Básico,A,Ciencias Naturales,prueba,2025-05-17,14,Plantas y partes
Sebastián González Cortés,10000025-3,1ro Básico,A,Ciencias Naturales,tarea,2025-06-19,73,Cinco sentidos
Sebastián González Cortés,10000025-3,1ro Básico,A,Ciencias Naturales,evaluacion,2025-06-21,1,Ciclo del agua
Sebastián González Cortés,10000025-3,1ro Básico,A,Ciencias Naturales,prueba,2025-06-23,45,Hábitat de animales
Sebastián González Cortés,10000025-3,1ro Básico,A,Ciencias Naturales,prueba,2025-07-04,67,Seres vivos
Sebastián González Cortés,10000025-3,1ro Básico,A,Ciencias Naturales,tarea,2025-07-06,56,Plantas y partes
Sebastián González Cortés,10000025-3,1ro Básico,A,Ciencias Naturales,evaluacion,2025-08-08,66,Cinco sentidos
Sebastián González Cortés,10000025-3,1ro Básico,A,Ciencias Naturales,prueba,2025-08-10,73,Ciclo del agua
Sebastián González Cortés,10000025-3,1ro Básico,A,Ciencias Naturales,tarea,2025-09-12,12,Hábitat de animales
Sebastián González Cortés,10000025-3,1ro Básico,A,Ciencias Naturales,evaluacion,2025-09-14,56,Seres vivos
Sebastián González Cortés,10000025-3,1ro Básico,A,Ciencias Naturales,prueba,2025-10-16,18,Plantas y partes
Sebastián González Cortés,10000025-3,1ro Básico,A,Ciencias Naturales,tarea,2025-10-18,85,Cinco sentidos
Sebastián González Cortés,10000025-3,1ro Básico,A,Ciencias Naturales,evaluacion,2025-11-20,12,Ciclo del agua
Sebastián González Cortés,10000025-3,1ro Básico,A,Ciencias Naturales,prueba,2025-11-22,77,Hábitat de animales
Sebastián González Cortés,10000025-3,1ro Básico,A,Historia y Geografía,prueba,2025-03-05,18,Mi familia
Sebastián González Cortés,10000025-3,1ro Básico,A,Historia y Geografía,tarea,2025-03-07,74,Mi comunidad
Sebastián González Cortés,10000025-3,1ro Básico,A,Historia y Geografía,evaluacion,2025-04-09,18,Ubicación espacial
Sebastián González Cortés,10000025-3,1ro Básico,A,Historia y Geografía,prueba,2025-04-11,67,Tradiciones
Sebastián González Cortés,10000025-3,1ro Básico,A,Historia y Geografía,tarea,2025-05-13,23,Símbolos patrios
Sebastián González Cortés,10000025-3,1ro Básico,A,Historia y Geografía,evaluacion,2025-05-15,83,Mi familia
Sebastián González Cortés,10000025-3,1ro Básico,A,Historia y Geografía,prueba,2025-05-17,3,Mi comunidad
Sebastián González Cortés,10000025-3,1ro Básico,A,Historia y Geografía,tarea,2025-06-19,30,Ubicación espacial
Sebastián González Cortés,10000025-3,1ro Básico,A,Historia y Geografía,evaluacion,2025-06-21,74,Tradiciones
Sebastián González Cortés,10000025-3,1ro Básico,A,Historia y Geografía,prueba,2025-06-23,100,Símbolos patrios
Sebastián González Cortés,10000025-3,1ro Básico,A,Historia y Geografía,prueba,2025-07-04,72,Mi familia
Sebastián González Cortés,10000025-3,1ro Básico,A,Historia y Geografía,tarea,2025-07-06,80,Mi comunidad
Sebastián González Cortés,10000025-3,1ro Básico,A,Historia y Geografía,evaluacion,2025-08-08,34,Ubicación espacial
Sebastián González Cortés,10000025-3,1ro Básico,A,Historia y Geografía,prueba,2025-08-10,93,Tradiciones
Sebastián González Cortés,10000025-3,1ro Básico,A,Historia y Geografía,tarea,2025-09-12,74,Símbolos patrios
Sebastián González Cortés,10000025-3,1ro Básico,A,Historia y Geografía,evaluacion,2025-09-14,68,Mi familia
Sebastián González Cortés,10000025-3,1ro Básico,A,Historia y Geografía,prueba,2025-10-16,52,Mi comunidad
Sebastián González Cortés,10000025-3,1ro Básico,A,Historia y Geografía,tarea,2025-10-18,45,Ubicación espacial
Sebastián González Cortés,10000025-3,1ro Básico,A,Historia y Geografía,evaluacion,2025-11-20,10,Tradiciones
Sebastián González Cortés,10000025-3,1ro Básico,A,Historia y Geografía,prueba,2025-11-22,49,Símbolos patrios
Fernanda González Figueroa,10000026-1,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-03-05,48,Comprensión lectora
Fernanda González Figueroa,10000026-1,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-03-07,43,Escritura básica
Fernanda González Figueroa,10000026-1,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-04-09,4,Vocales y consonantes
Fernanda González Figueroa,10000026-1,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-04-11,3,Palabras frecuentes
Fernanda González Figueroa,10000026-1,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-05-13,99,Textos breves
Fernanda González Figueroa,10000026-1,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-05-15,99,Comprensión lectora
Fernanda González Figueroa,10000026-1,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-05-17,73,Escritura básica
Fernanda González Figueroa,10000026-1,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-06-19,35,Vocales y consonantes
Fernanda González Figueroa,10000026-1,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-06-21,31,Palabras frecuentes
Fernanda González Figueroa,10000026-1,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-06-23,70,Textos breves
Fernanda González Figueroa,10000026-1,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-07-04,68,Comprensión lectora
Fernanda González Figueroa,10000026-1,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-07-06,95,Escritura básica
Fernanda González Figueroa,10000026-1,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-08-08,88,Vocales y consonantes
Fernanda González Figueroa,10000026-1,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-08-10,96,Palabras frecuentes
Fernanda González Figueroa,10000026-1,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-09-12,40,Textos breves
Fernanda González Figueroa,10000026-1,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-09-14,97,Comprensión lectora
Fernanda González Figueroa,10000026-1,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-10-16,39,Escritura básica
Fernanda González Figueroa,10000026-1,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-10-18,15,Vocales y consonantes
Fernanda González Figueroa,10000026-1,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-11-20,22,Palabras frecuentes
Fernanda González Figueroa,10000026-1,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-11-22,80,Textos breves
Fernanda González Figueroa,10000026-1,1ro Básico,A,Matemáticas,prueba,2025-03-05,22,Números 1-20
Fernanda González Figueroa,10000026-1,1ro Básico,A,Matemáticas,tarea,2025-03-07,54,Suma y resta básica
Fernanda González Figueroa,10000026-1,1ro Básico,A,Matemáticas,evaluacion,2025-04-09,53,Figuras geométricas
Fernanda González Figueroa,10000026-1,1ro Básico,A,Matemáticas,prueba,2025-04-11,1,Secuencias numéricas
Fernanda González Figueroa,10000026-1,1ro Básico,A,Matemáticas,tarea,2025-05-13,72,Comparación de cantidades
Fernanda González Figueroa,10000026-1,1ro Básico,A,Matemáticas,evaluacion,2025-05-15,60,Números 1-20
Fernanda González Figueroa,10000026-1,1ro Básico,A,Matemáticas,prueba,2025-05-17,86,Suma y resta básica
Fernanda González Figueroa,10000026-1,1ro Básico,A,Matemáticas,tarea,2025-06-19,9,Figuras geométricas
Fernanda González Figueroa,10000026-1,1ro Básico,A,Matemáticas,evaluacion,2025-06-21,41,Secuencias numéricas
Fernanda González Figueroa,10000026-1,1ro Básico,A,Matemáticas,prueba,2025-06-23,34,Comparación de cantidades
Fernanda González Figueroa,10000026-1,1ro Básico,A,Matemáticas,prueba,2025-07-04,91,Números 1-20
Fernanda González Figueroa,10000026-1,1ro Básico,A,Matemáticas,tarea,2025-07-06,7,Suma y resta básica
Fernanda González Figueroa,10000026-1,1ro Básico,A,Matemáticas,evaluacion,2025-08-08,99,Figuras geométricas
Fernanda González Figueroa,10000026-1,1ro Básico,A,Matemáticas,prueba,2025-08-10,56,Secuencias numéricas
Fernanda González Figueroa,10000026-1,1ro Básico,A,Matemáticas,tarea,2025-09-12,4,Comparación de cantidades
Fernanda González Figueroa,10000026-1,1ro Básico,A,Matemáticas,evaluacion,2025-09-14,32,Números 1-20
Fernanda González Figueroa,10000026-1,1ro Básico,A,Matemáticas,prueba,2025-10-16,3,Suma y resta básica
Fernanda González Figueroa,10000026-1,1ro Básico,A,Matemáticas,tarea,2025-10-18,50,Figuras geométricas
Fernanda González Figueroa,10000026-1,1ro Básico,A,Matemáticas,evaluacion,2025-11-20,52,Secuencias numéricas
Fernanda González Figueroa,10000026-1,1ro Básico,A,Matemáticas,prueba,2025-11-22,8,Comparación de cantidades
Fernanda González Figueroa,10000026-1,1ro Básico,A,Ciencias Naturales,prueba,2025-03-05,45,Seres vivos
Fernanda González Figueroa,10000026-1,1ro Básico,A,Ciencias Naturales,tarea,2025-03-07,60,Plantas y partes
Fernanda González Figueroa,10000026-1,1ro Básico,A,Ciencias Naturales,evaluacion,2025-04-09,52,Cinco sentidos
Fernanda González Figueroa,10000026-1,1ro Básico,A,Ciencias Naturales,prueba,2025-04-11,66,Ciclo del agua
Fernanda González Figueroa,10000026-1,1ro Básico,A,Ciencias Naturales,tarea,2025-05-13,22,Hábitat de animales
Fernanda González Figueroa,10000026-1,1ro Básico,A,Ciencias Naturales,evaluacion,2025-05-15,72,Seres vivos
Fernanda González Figueroa,10000026-1,1ro Básico,A,Ciencias Naturales,prueba,2025-05-17,35,Plantas y partes
Fernanda González Figueroa,10000026-1,1ro Básico,A,Ciencias Naturales,tarea,2025-06-19,59,Cinco sentidos
Fernanda González Figueroa,10000026-1,1ro Básico,A,Ciencias Naturales,evaluacion,2025-06-21,26,Ciclo del agua
Fernanda González Figueroa,10000026-1,1ro Básico,A,Ciencias Naturales,prueba,2025-06-23,41,Hábitat de animales
Fernanda González Figueroa,10000026-1,1ro Básico,A,Ciencias Naturales,prueba,2025-07-04,72,Seres vivos
Fernanda González Figueroa,10000026-1,1ro Básico,A,Ciencias Naturales,tarea,2025-07-06,22,Plantas y partes
Fernanda González Figueroa,10000026-1,1ro Básico,A,Ciencias Naturales,evaluacion,2025-08-08,76,Cinco sentidos
Fernanda González Figueroa,10000026-1,1ro Básico,A,Ciencias Naturales,prueba,2025-08-10,58,Ciclo del agua
Fernanda González Figueroa,10000026-1,1ro Básico,A,Ciencias Naturales,tarea,2025-09-12,77,Hábitat de animales
Fernanda González Figueroa,10000026-1,1ro Básico,A,Ciencias Naturales,evaluacion,2025-09-14,5,Seres vivos
Fernanda González Figueroa,10000026-1,1ro Básico,A,Ciencias Naturales,prueba,2025-10-16,62,Plantas y partes
Fernanda González Figueroa,10000026-1,1ro Básico,A,Ciencias Naturales,tarea,2025-10-18,51,Cinco sentidos
Fernanda González Figueroa,10000026-1,1ro Básico,A,Ciencias Naturales,evaluacion,2025-11-20,77,Ciclo del agua
Fernanda González Figueroa,10000026-1,1ro Básico,A,Ciencias Naturales,prueba,2025-11-22,54,Hábitat de animales
Fernanda González Figueroa,10000026-1,1ro Básico,A,Historia y Geografía,prueba,2025-03-05,47,Mi familia
Fernanda González Figueroa,10000026-1,1ro Básico,A,Historia y Geografía,tarea,2025-03-07,22,Mi comunidad
Fernanda González Figueroa,10000026-1,1ro Básico,A,Historia y Geografía,evaluacion,2025-04-09,52,Ubicación espacial
Fernanda González Figueroa,10000026-1,1ro Básico,A,Historia y Geografía,prueba,2025-04-11,26,Tradiciones
Fernanda González Figueroa,10000026-1,1ro Básico,A,Historia y Geografía,tarea,2025-05-13,91,Símbolos patrios
Fernanda González Figueroa,10000026-1,1ro Básico,A,Historia y Geografía,evaluacion,2025-05-15,10,Mi familia
Fernanda González Figueroa,10000026-1,1ro Básico,A,Historia y Geografía,prueba,2025-05-17,23,Mi comunidad
Fernanda González Figueroa,10000026-1,1ro Básico,A,Historia y Geografía,tarea,2025-06-19,37,Ubicación espacial
Fernanda González Figueroa,10000026-1,1ro Básico,A,Historia y Geografía,evaluacion,2025-06-21,57,Tradiciones
Fernanda González Figueroa,10000026-1,1ro Básico,A,Historia y Geografía,prueba,2025-06-23,41,Símbolos patrios
Fernanda González Figueroa,10000026-1,1ro Básico,A,Historia y Geografía,prueba,2025-07-04,9,Mi familia
Fernanda González Figueroa,10000026-1,1ro Básico,A,Historia y Geografía,tarea,2025-07-06,33,Mi comunidad
Fernanda González Figueroa,10000026-1,1ro Básico,A,Historia y Geografía,evaluacion,2025-08-08,6,Ubicación espacial
Fernanda González Figueroa,10000026-1,1ro Básico,A,Historia y Geografía,prueba,2025-08-10,59,Tradiciones
Fernanda González Figueroa,10000026-1,1ro Básico,A,Historia y Geografía,tarea,2025-09-12,29,Símbolos patrios
Fernanda González Figueroa,10000026-1,1ro Básico,A,Historia y Geografía,evaluacion,2025-09-14,54,Mi familia
Fernanda González Figueroa,10000026-1,1ro Básico,A,Historia y Geografía,prueba,2025-10-16,69,Mi comunidad
Fernanda González Figueroa,10000026-1,1ro Básico,A,Historia y Geografía,tarea,2025-10-18,94,Ubicación espacial
Fernanda González Figueroa,10000026-1,1ro Básico,A,Historia y Geografía,evaluacion,2025-11-20,64,Tradiciones
Fernanda González Figueroa,10000026-1,1ro Básico,A,Historia y Geografía,prueba,2025-11-22,99,Símbolos patrios
Vicente González Jara,10000027-k,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-03-05,61,Comprensión lectora
Vicente González Jara,10000027-k,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-03-07,88,Escritura básica
Vicente González Jara,10000027-k,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-04-09,63,Vocales y consonantes
Vicente González Jara,10000027-k,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-04-11,39,Palabras frecuentes
Vicente González Jara,10000027-k,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-05-13,64,Textos breves
Vicente González Jara,10000027-k,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-05-15,21,Comprensión lectora
Vicente González Jara,10000027-k,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-05-17,36,Escritura básica
Vicente González Jara,10000027-k,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-06-19,2,Vocales y consonantes
Vicente González Jara,10000027-k,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-06-21,20,Palabras frecuentes
Vicente González Jara,10000027-k,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-06-23,97,Textos breves
Vicente González Jara,10000027-k,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-07-04,34,Comprensión lectora
Vicente González Jara,10000027-k,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-07-06,84,Escritura básica
Vicente González Jara,10000027-k,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-08-08,28,Vocales y consonantes
Vicente González Jara,10000027-k,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-08-10,92,Palabras frecuentes
Vicente González Jara,10000027-k,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-09-12,6,Textos breves
Vicente González Jara,10000027-k,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-09-14,49,Comprensión lectora
Vicente González Jara,10000027-k,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-10-16,77,Escritura básica
Vicente González Jara,10000027-k,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-10-18,97,Vocales y consonantes
Vicente González Jara,10000027-k,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-11-20,72,Palabras frecuentes
Vicente González Jara,10000027-k,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-11-22,55,Textos breves
Vicente González Jara,10000027-k,1ro Básico,A,Matemáticas,prueba,2025-03-05,43,Números 1-20
Vicente González Jara,10000027-k,1ro Básico,A,Matemáticas,tarea,2025-03-07,18,Suma y resta básica
Vicente González Jara,10000027-k,1ro Básico,A,Matemáticas,evaluacion,2025-04-09,74,Figuras geométricas
Vicente González Jara,10000027-k,1ro Básico,A,Matemáticas,prueba,2025-04-11,74,Secuencias numéricas
Vicente González Jara,10000027-k,1ro Básico,A,Matemáticas,tarea,2025-05-13,76,Comparación de cantidades
Vicente González Jara,10000027-k,1ro Básico,A,Matemáticas,evaluacion,2025-05-15,32,Números 1-20
Vicente González Jara,10000027-k,1ro Básico,A,Matemáticas,prueba,2025-05-17,22,Suma y resta básica
Vicente González Jara,10000027-k,1ro Básico,A,Matemáticas,tarea,2025-06-19,54,Figuras geométricas
Vicente González Jara,10000027-k,1ro Básico,A,Matemáticas,evaluacion,2025-06-21,88,Secuencias numéricas
Vicente González Jara,10000027-k,1ro Básico,A,Matemáticas,prueba,2025-06-23,28,Comparación de cantidades
Vicente González Jara,10000027-k,1ro Básico,A,Matemáticas,prueba,2025-07-04,47,Números 1-20
Vicente González Jara,10000027-k,1ro Básico,A,Matemáticas,tarea,2025-07-06,14,Suma y resta básica
Vicente González Jara,10000027-k,1ro Básico,A,Matemáticas,evaluacion,2025-08-08,12,Figuras geométricas
Vicente González Jara,10000027-k,1ro Básico,A,Matemáticas,prueba,2025-08-10,74,Secuencias numéricas
Vicente González Jara,10000027-k,1ro Básico,A,Matemáticas,tarea,2025-09-12,57,Comparación de cantidades
