nombre,rut,username,curso,seccion,fecha,estado
Renata González López,10000034-2,r.gonzalez0342,1ro Básico,A,2025-06-24,present
Mateo González Torres,10000035-0,m.gonzalez0350,1ro Básico,A,2025-06-24,present
Francisca González Espinoza,10000036-9,f.gonzalez0369,1ro Básico,A,2025-06-24,present
Ángel González Vega,10000037-7,á.gonzalez0377,1ro Básico,A,2025-06-24,present
Victoria González Gutiérrez,10000038-5,v.gonzalez0385,1ro Básico,A,2025-06-24,present
Eduardo González Ramírez,10000039-3,e.gonzalez0393,1ro Básico,A,2025-06-24,present
Carolina González Cortés,10000040-7,c.gonzalez0407,1ro Básico,A,2025-06-24,present
Alberto González Figueroa,10000041-5,a.gonzalez0415,1ro Básico,A,2025-06-24,present
Daniela González Jara,10000042-3,d.gonzalez0423,1ro Básico,A,2025-06-24,present
Roberto González Campos,10000043-1,r.gonzalez0431,1ro Básico,A,2025-06-24,present
Gabriela González Alarcón,10000044-k,g.gonzalez0044,1ro Básico,A,2025-06-24,present
Sofía González González,10000000-8,sofia,1ro Básico,A,2025-06-25,present
Matías González Díaz,10000001-6,m.gonzalez0016,1ro Básico,A,2025-06-25,present
Valentina González Contreras,10000002-4,v.gonzalez0024,1ro Básico,A,2025-06-25,late
Benjamín González Sepúlveda,10000003-2,b.gonzalez0032,1ro Básico,A,2025-06-25,late
Martina González López,10000004-0,m.gonzalez0040,1ro Básico,A,2025-06-25,present
Lucas González Torres,10000005-9,l.gonzalez0059,1ro Básico,A,2025-06-25,present
Isidora González Espinoza,10000006-7,i.gonzalez0067,1ro Básico,A,2025-06-25,present
Agustín González Vega,10000007-5,a.gonzalez0075,1ro Básico,A,2025-06-25,present
Emilia González Gutiérrez,10000008-3,e.gonzalez0083,1ro Básico,A,2025-06-25,present
Tomás González Ramírez,10000009-1,t.gonzalez0091,1ro Básico,A,2025-06-25,present
Amanda González Cortés,10000010-5,a.gonzalez0105,1ro Básico,A,2025-06-25,present
Diego González Figueroa,10000011-3,d.gonzalez0113,1ro Básico,A,2025-06-25,present
Catalina González Jara,10000012-1,c.gonzalez0121,1ro Básico,A,2025-06-25,late
Santiago González Campos,10000013-k,s.gonzalez0013,1ro Básico,A,2025-06-25,late
Josefa González Alarcón,10000014-8,j.gonzalez0148,1ro Básico,A,2025-06-25,present
Nicolás González González,10000015-6,n.gonzalez0156,1ro Básico,A,2025-06-25,present
Florencia González Díaz,10000016-4,f.gonzalez0164,1ro Básico,A,2025-06-25,present
Gabriel González Contreras,10000017-2,g.gonzalez0172,1ro Básico,A,2025-06-25,present
Trinidad González Sepúlveda,10000018-0,t.gonzalez0180,1ro Básico,A,2025-06-25,present
Maximiliano González López,10000019-9,m.gonzalez0199,1ro Básico,A,2025-06-25,present
Antonia González Torres,10000020-2,a.gonzalez0202,1ro Básico,A,2025-06-25,present
Joaquín González Espinoza,10000021-0,j.gonzalez0210,1ro Básico,A,2025-06-25,present
Constanza González Vega,10000022-9,c.gonzalez0229,1ro Básico,A,2025-06-25,present
Felipe González Gutiérrez,10000023-7,f.gonzalez0237,1ro Básico,A,2025-06-25,present
María José González Ramírez,10000024-5,m.gonzalez0245,1ro Básico,A,2025-06-25,present
Sebastián González Cortés,10000025-3,s.gonzalez0253,1ro Básico,A,2025-06-25,present
Fernanda González Figueroa,10000026-1,f.gonzalez0261,1ro Básico,A,2025-06-25,present
Vicente González Jara,10000027-k,v.gonzalez0027,1ro Básico,A,2025-06-25,present
Javiera González Campos,10000028-8,j.gonzalez0288,1ro Básico,A,2025-06-25,present
Cristóbal González Alarcón,10000029-6,c.gonzalez0296,1ro Básico,A,2025-06-25,present
Maite González González,10000030-k,m.gonzalez0030,1ro Básico,A,2025-06-25,present
Andrés González Díaz,10000031-8,a.gonzalez0318,1ro Básico,A,2025-06-25,present
Ignacia González Contreras,10000032-6,i.gonzalez0326,1ro Básico,A,2025-06-25,present
Manuel González Sepúlveda,10000033-4,m.gonzalez0334,1ro Básico,A,2025-06-25,present
Renata González López,10000034-2,r.gonzalez0342,1ro Básico,A,2025-06-25,present
Mateo González Torres,10000035-0,m.gonzalez0350,1ro Básico,A,2025-06-25,present
Francisca González Espinoza,10000036-9,f.gonzalez0369,1ro Básico,A,2025-06-25,present
Ángel González Vega,10000037-7,á.gonzalez0377,1ro Básico,A,2025-06-25,excused
Victoria González Gutiérrez,10000038-5,v.gonzalez0385,1ro Básico,A,2025-06-25,present
Eduardo González Ramírez,10000039-3,e.gonzalez0393,1ro Básico,A,2025-06-25,present
Carolina González Cortés,10000040-7,c.gonzalez0407,1ro Básico,A,2025-06-25,present
Alberto González Figueroa,10000041-5,a.gonzalez0415,1ro Básico,A,2025-06-25,present
Daniela González Jara,10000042-3,d.gonzalez0423,1ro Básico,A,2025-06-25,present
Roberto González Campos,10000043-1,r.gonzalez0431,1ro Básico,A,2025-06-25,present
Gabriela González Alarcón,10000044-k,g.gonzalez0044,1ro Básico,A,2025-06-25,present
Sofía González González,10000000-8,sofia,1ro Básico,A,2025-06-26,present
Matías González Díaz,10000001-6,m.gonzalez0016,1ro Básico,A,2025-06-26,present
Valentina González Contreras,10000002-4,v.gonzalez0024,1ro Básico,A,2025-06-26,present
Benjamín González Sepúlveda,10000003-2,b.gonzalez0032,1ro Básico,A,2025-06-26,present
Martina González López,10000004-0,m.gonzalez0040,1ro Básico,A,2025-06-26,present
Lucas González Torres,10000005-9,l.gonzalez0059,1ro Básico,A,2025-06-26,present
Isidora González Espinoza,10000006-7,i.gonzalez0067,1ro Básico,A,2025-06-26,present
Agustín González Vega,10000007-5,a.gonzalez0075,1ro Básico,A,2025-06-26,present
Emilia González Gutiérrez,10000008-3,e.gonzalez0083,1ro Básico,A,2025-06-26,present
Tomás González Ramírez,10000009-1,t.gonzalez0091,1ro Básico,A,2025-06-26,present
Amanda González Cortés,10000010-5,a.gonzalez0105,1ro Básico,A,2025-06-26,present
Diego González Figueroa,10000011-3,d.gonzalez0113,1ro Básico,A,2025-06-26,present
Catalina González Jara,10000012-1,c.gonzalez0121,1ro Básico,A,2025-06-26,present
Santiago González Campos,10000013-k,s.gonzalez0013,1ro Básico,A,2025-06-26,present
Josefa González Alarcón,10000014-8,j.gonzalez0148,1ro Básico,A,2025-06-26,present
Nicolás González González,10000015-6,n.gonzalez0156,1ro Básico,A,2025-06-26,present
Florencia González Díaz,10000016-4,f.gonzalez0164,1ro Básico,A,2025-06-26,present
Gabriel González Contreras,10000017-2,g.gonzalez0172,1ro Básico,A,2025-06-26,present
Trinidad González Sepúlveda,10000018-0,t.gonzalez0180,1ro Básico,A,2025-06-26,absent
Maximiliano González López,10000019-9,m.gonzalez0199,1ro Básico,A,2025-06-26,absent
Antonia González Torres,10000020-2,a.gonzalez0202,1ro Básico,A,2025-06-26,present
Joaquín González Espinoza,10000021-0,j.gonzalez0210,1ro Básico,A,2025-06-26,present
Constanza González Vega,10000022-9,c.gonzalez0229,1ro Básico,A,2025-06-26,present
Felipe González Gutiérrez,10000023-7,f.gonzalez0237,1ro Básico,A,2025-06-26,present
María José González Ramírez,10000024-5,m.gonzalez0245,1ro Básico,A,2025-06-26,present
Sebastián González Cortés,10000025-3,s.gonzalez0253,1ro Básico,A,2025-06-26,present
Fernanda González Figueroa,10000026-1,f.gonzalez0261,1ro Básico,A,2025-06-26,present
Vicente González Jara,10000027-k,v.gonzalez0027,1ro Básico,A,2025-06-26,absent
Javiera González Campos,10000028-8,j.gonzalez0288,1ro Básico,A,2025-06-26,late
Cristóbal González Alarcón,10000029-6,c.gonzalez0296,1ro Básico,A,2025-06-26,present
Maite González González,10000030-k,m.gonzalez0030,1ro Básico,A,2025-06-26,present
Andrés González Díaz,10000031-8,a.gonzalez0318,1ro Básico,A,2025-06-26,present
Ignacia González Contreras,10000032-6,i.gonzalez0326,1ro Básico,A,2025-06-26,present
Manuel González Sepúlveda,10000033-4,m.gonzalez0334,1ro Básico,A,2025-06-26,present
Renata González López,10000034-2,r.gonzalez0342,1ro Básico,A,2025-06-26,present
Mateo González Torres,10000035-0,m.gonzalez0350,1ro Básico,A,2025-06-26,present
Francisca González Espinoza,10000036-9,f.gonzalez0369,1ro Básico,A,2025-06-26,present
Ángel González Vega,10000037-7,á.gonzalez0377,1ro Básico,A,2025-06-26,present
Victoria González Gutiérrez,10000038-5,v.gonzalez0385,1ro Básico,A,2025-06-26,present
Eduardo González Ramírez,10000039-3,e.gonzalez0393,1ro Básico,A,2025-06-26,present
Carolina González Cortés,10000040-7,c.gonzalez0407,1ro Básico,A,2025-06-26,absent
Alberto González Figueroa,10000041-5,a.gonzalez0415,1ro Básico,A,2025-06-26,present
Daniela González Jara,10000042-3,d.gonzalez0423,1ro Básico,A,2025-06-26,present
Roberto González Campos,10000043-1,r.gonzalez0431,1ro Básico,A,2025-06-26,present
Gabriela González Alarcón,10000044-k,g.gonzalez0044,1ro Básico,A,2025-06-26,present
Sofía González González,10000000-8,sofia,1ro Básico,A,2025-06-27,present
Matías González Díaz,10000001-6,m.gonzalez0016,1ro Básico,A,2025-06-27,present
Valentina González Contreras,10000002-4,v.gonzalez0024,1ro Básico,A,2025-06-27,present
Benjamín González Sepúlveda,10000003-2,b.gonzalez0032,1ro Básico,A,2025-06-27,present
Martina González López,10000004-0,m.gonzalez0040,1ro Básico,A,2025-06-27,present
Lucas González Torres,10000005-9,l.gonzalez0059,1ro Básico,A,2025-06-27,present
Isidora González Espinoza,10000006-7,i.gonzalez0067,1ro Básico,A,2025-06-27,present
Agustín González Vega,10000007-5,a.gonzalez0075,1ro Básico,A,2025-06-27,present
Emilia González Gutiérrez,10000008-3,e.gonzalez0083,1ro Básico,A,2025-06-27,present
Tomás González Ramírez,10000009-1,t.gonzalez0091,1ro Básico,A,2025-06-27,present
Amanda González Cortés,10000010-5,a.gonzalez0105,1ro Básico,A,2025-06-27,present
Diego González Figueroa,10000011-3,d.gonzalez0113,1ro Básico,A,2025-06-27,present
Catalina González Jara,10000012-1,c.gonzalez0121,1ro Básico,A,2025-06-27,present
Santiago González Campos,10000013-k,s.gonzalez0013,1ro Básico,A,2025-06-27,present
Josefa González Alarcón,10000014-8,j.gonzalez0148,1ro Básico,A,2025-06-27,present
Nicolás González González,10000015-6,n.gonzalez0156,1ro Básico,A,2025-06-27,absent
Florencia González Díaz,10000016-4,f.gonzalez0164,1ro Básico,A,2025-06-27,present
Gabriel González Contreras,10000017-2,g.gonzalez0172,1ro Básico,A,2025-06-27,present
Trinidad González Sepúlveda,10000018-0,t.gonzalez0180,1ro Básico,A,2025-06-27,present
Maximiliano González López,10000019-9,m.gonzalez0199,1ro Básico,A,2025-06-27,present
Antonia González Torres,10000020-2,a.gonzalez0202,1ro Básico,A,2025-06-27,present
Joaquín González Espinoza,10000021-0,j.gonzalez0210,1ro Básico,A,2025-06-27,present
Constanza González Vega,10000022-9,c.gonzalez0229,1ro Básico,A,2025-06-27,present
Felipe González Gutiérrez,10000023-7,f.gonzalez0237,1ro Básico,A,2025-06-27,present
María José González Ramírez,10000024-5,m.gonzalez0245,1ro Básico,A,2025-06-27,present
Sebastián González Cortés,10000025-3,s.gonzalez0253,1ro Básico,A,2025-06-27,present
Fernanda González Figueroa,10000026-1,f.gonzalez0261,1ro Básico,A,2025-06-27,present
Vicente González Jara,10000027-k,v.gonzalez0027,1ro Básico,A,2025-06-27,present
Javiera González Campos,10000028-8,j.gonzalez0288,1ro Básico,A,2025-06-27,present
Cristóbal González Alarcón,10000029-6,c.gonzalez0296,1ro Básico,A,2025-06-27,present
Maite González González,10000030-k,m.gonzalez0030,1ro Básico,A,2025-06-27,present
Andrés González Díaz,10000031-8,a.gonzalez0318,1ro Básico,A,2025-06-27,present
Ignacia González Contreras,10000032-6,i.gonzalez0326,1ro Básico,A,2025-06-27,present
Manuel González Sepúlveda,10000033-4,m.gonzalez0334,1ro Básico,A,2025-06-27,late
Renata González López,10000034-2,r.gonzalez0342,1ro Básico,A,2025-06-27,present
Mateo González Torres,10000035-0,m.gonzalez0350,1ro Básico,A,2025-06-27,present
Francisca González Espinoza,10000036-9,f.gonzalez0369,1ro Básico,A,2025-06-27,present
Ángel González Vega,10000037-7,á.gonzalez0377,1ro Básico,A,2025-06-27,absent
Victoria González Gutiérrez,10000038-5,v.gonzalez0385,1ro Básico,A,2025-06-27,present
Eduardo González Ramírez,10000039-3,e.gonzalez0393,1ro Básico,A,2025-06-27,present
Carolina González Cortés,10000040-7,c.gonzalez0407,1ro Básico,A,2025-06-27,present
Alberto González Figueroa,10000041-5,a.gonzalez0415,1ro Básico,A,2025-06-27,excused
Daniela González Jara,10000042-3,d.gonzalez0423,1ro Básico,A,2025-06-27,present
Roberto González Campos,10000043-1,r.gonzalez0431,1ro Básico,A,2025-06-27,present
Gabriela González Alarcón,10000044-k,g.gonzalez0044,1ro Básico,A,2025-06-27,present
Sofía González González,10000000-8,sofia,1ro Básico,A,2025-06-30,late
Matías González Díaz,10000001-6,m.gonzalez0016,1ro Básico,A,2025-06-30,present
Valentina González Contreras,10000002-4,v.gonzalez0024,1ro Básico,A,2025-06-30,present
Benjamín González Sepúlveda,10000003-2,b.gonzalez0032,1ro Básico,A,2025-06-30,present
Martina González López,10000004-0,m.gonzalez0040,1ro Básico,A,2025-06-30,absent
Lucas González Torres,10000005-9,l.gonzalez0059,1ro Básico,A,2025-06-30,absent
Isidora González Espinoza,10000006-7,i.gonzalez0067,1ro Básico,A,2025-06-30,absent
Agustín González Vega,10000007-5,a.gonzalez0075,1ro Básico,A,2025-06-30,present
Emilia González Gutiérrez,10000008-3,e.gonzalez0083,1ro Básico,A,2025-06-30,present
Tomás González Ramírez,10000009-1,t.gonzalez0091,1ro Básico,A,2025-06-30,late
Amanda González Cortés,10000010-5,a.gonzalez0105,1ro Básico,A,2025-06-30,present
Diego González Figueroa,10000011-3,d.gonzalez0113,1ro Básico,A,2025-06-30,present
Catalina González Jara,10000012-1,c.gonzalez0121,1ro Básico,A,2025-06-30,present
Santiago González Campos,10000013-k,s.gonzalez0013,1ro Básico,A,2025-06-30,present
Josefa González Alarcón,10000014-8,j.gonzalez0148,1ro Básico,A,2025-06-30,present
Nicolás González González,10000015-6,n.gonzalez0156,1ro Básico,A,2025-06-30,present
Florencia González Díaz,10000016-4,f.gonzalez0164,1ro Básico,A,2025-06-30,present
Gabriel González Contreras,10000017-2,g.gonzalez0172,1ro Básico,A,2025-06-30,late
Trinidad González Sepúlveda,10000018-0,t.gonzalez0180,1ro Básico,A,2025-06-30,present
Maximiliano González López,10000019-9,m.gonzalez0199,1ro Básico,A,2025-06-30,present
Antonia González Torres,10000020-2,a.gonzalez0202,1ro Básico,A,2025-06-30,present
Joaquín González Espinoza,10000021-0,j.gonzalez0210,1ro Básico,A,2025-06-30,present
Constanza González Vega,10000022-9,c.gonzalez0229,1ro Básico,A,2025-06-30,present
Felipe González Gutiérrez,10000023-7,f.gonzalez0237,1ro Básico,A,2025-06-30,present
María José González Ramírez,10000024-5,m.gonzalez0245,1ro Básico,A,2025-06-30,present
Sebastián González Cortés,10000025-3,s.gonzalez0253,1ro Básico,A,2025-06-30,present
Fernanda González Figueroa,10000026-1,f.gonzalez0261,1ro Básico,A,2025-06-30,present
Vicente González Jara,10000027-k,v.gonzalez0027,1ro Básico,A,2025-06-30,present
Javiera González Campos,10000028-8,j.gonzalez0288,1ro Básico,A,2025-06-30,present
Cristóbal González Alarcón,10000029-6,c.gonzalez0296,1ro Básico,A,2025-06-30,excused
Maite González González,10000030-k,m.gonzalez0030,1ro Básico,A,2025-06-30,present
Andrés González Díaz,10000031-8,a.gonzalez0318,1ro Básico,A,2025-06-30,present
Ignacia González Contreras,10000032-6,i.gonzalez0326,1ro Básico,A,2025-06-30,present
Manuel González Sepúlveda,10000033-4,m.gonzalez0334,1ro Básico,A,2025-06-30,present
Renata González López,10000034-2,r.gonzalez0342,1ro Básico,A,2025-06-30,present
Mateo González Torres,10000035-0,m.gonzalez0350,1ro Básico,A,2025-06-30,present
Francisca González Espinoza,10000036-9,f.gonzalez0369,1ro Básico,A,2025-06-30,present
Ángel González Vega,10000037-7,á.gonzalez0377,1ro Básico,A,2025-06-30,present
Victoria González Gutiérrez,10000038-5,v.gonzalez0385,1ro Básico,A,2025-06-30,present
Eduardo González Ramírez,10000039-3,e.gonzalez0393,1ro Básico,A,2025-06-30,excused
Carolina González Cortés,10000040-7,c.gonzalez0407,1ro Básico,A,2025-06-30,absent
Alberto González Figueroa,10000041-5,a.gonzalez0415,1ro Básico,A,2025-06-30,present
Daniela González Jara,10000042-3,d.gonzalez0423,1ro Básico,A,2025-06-30,absent
Roberto González Campos,10000043-1,r.gonzalez0431,1ro Básico,A,2025-06-30,present
Gabriela González Alarcón,10000044-k,g.gonzalez0044,1ro Básico,A,2025-06-30,absent
Sofía González González,10000000-8,sofia,1ro Básico,A,2025-07-01,present
Matías González Díaz,10000001-6,m.gonzalez0016,1ro Básico,A,2025-07-01,present
Valentina González Contreras,10000002-4,v.gonzalez0024,1ro Básico,A,2025-07-01,present
Benjamín González Sepúlveda,10000003-2,b.gonzalez0032,1ro Básico,A,2025-07-01,present
Martina González López,10000004-0,m.gonzalez0040,1ro Básico,A,2025-07-01,present
Lucas González Torres,10000005-9,l.gonzalez0059,1ro Básico,A,2025-07-01,present
Isidora González Espinoza,10000006-7,i.gonzalez0067,1ro Básico,A,2025-07-01,present
Agustín González Vega,10000007-5,a.gonzalez0075,1ro Básico,A,2025-07-01,present
Emilia González Gutiérrez,10000008-3,e.gonzalez0083,1ro Básico,A,2025-07-01,present
Tomás González Ramírez,10000009-1,t.gonzalez0091,1ro Básico,A,2025-07-01,present
Amanda González Cortés,10000010-5,a.gonzalez0105,1ro Básico,A,2025-07-01,present
Diego González Figueroa,10000011-3,d.gonzalez0113,1ro Básico,A,2025-07-01,present
Catalina González Jara,10000012-1,c.gonzalez0121,1ro Básico,A,2025-07-01,present
Santiago González Campos,10000013-k,s.gonzalez0013,1ro Básico,A,2025-07-01,absent
Josefa González Alarcón,10000014-8,j.gonzalez0148,1ro Básico,A,2025-07-01,present
Nicolás González González,10000015-6,n.gonzalez0156,1ro Básico,A,2025-07-01,present
Florencia González Díaz,10000016-4,f.gonzalez0164,1ro Básico,A,2025-07-01,present
Gabriel González Contreras,10000017-2,g.gonzalez0172,1ro Básico,A,2025-07-01,present
Trinidad González Sepúlveda,10000018-0,t.gonzalez0180,1ro Básico,A,2025-07-01,present
Maximiliano González López,10000019-9,m.gonzalez0199,1ro Básico,A,2025-07-01,present
Antonia González Torres,10000020-2,a.gonzalez0202,1ro Básico,A,2025-07-01,present
Joaquín González Espinoza,10000021-0,j.gonzalez0210,1ro Básico,A,2025-07-01,present
Constanza González Vega,10000022-9,c.gonzalez0229,1ro Básico,A,2025-07-01,present
Felipe González Gutiérrez,10000023-7,f.gonzalez0237,1ro Básico,A,2025-07-01,present
María José González Ramírez,10000024-5,m.gonzalez0245,1ro Básico,A,2025-07-01,present
Sebastián González Cortés,10000025-3,s.gonzalez0253,1ro Básico,A,2025-07-01,present
Fernanda González Figueroa,10000026-1,f.gonzalez0261,1ro Básico,A,2025-07-01,present
Vicente González Jara,10000027-k,v.gonzalez0027,1ro Básico,A,2025-07-01,present
Javiera González Campos,10000028-8,j.gonzalez0288,1ro Básico,A,2025-07-01,present
Cristóbal González Alarcón,10000029-6,c.gonzalez0296,1ro Básico,A,2025-07-01,present
Maite González González,10000030-k,m.gonzalez0030,1ro Básico,A,2025-07-01,present
Andrés González Díaz,10000031-8,a.gonzalez0318,1ro Básico,A,2025-07-01,absent
Ignacia González Contreras,10000032-6,i.gonzalez0326,1ro Básico,A,2025-07-01,present
Manuel González Sepúlveda,10000033-4,m.gonzalez0334,1ro Básico,A,2025-07-01,present
Renata González López,10000034-2,r.gonzalez0342,1ro Básico,A,2025-07-01,present
Mateo González Torres,10000035-0,m.gonzalez0350,1ro Básico,A,2025-07-01,present
Francisca González Espinoza,10000036-9,f.gonzalez0369,1ro Básico,A,2025-07-01,present
Ángel González Vega,10000037-7,á.gonzalez0377,1ro Básico,A,2025-07-01,present
Victoria González Gutiérrez,10000038-5,v.gonzalez0385,1ro Básico,A,2025-07-01,present
Eduardo González Ramírez,10000039-3,e.gonzalez0393,1ro Básico,A,2025-07-01,present
Carolina González Cortés,10000040-7,c.gonzalez0407,1ro Básico,A,2025-07-01,absent
Alberto González Figueroa,10000041-5,a.gonzalez0415,1ro Básico,A,2025-07-01,present
Daniela González Jara,10000042-3,d.gonzalez0423,1ro Básico,A,2025-07-01,present
Roberto González Campos,10000043-1,r.gonzalez0431,1ro Básico,A,2025-07-01,present
Gabriela González Alarcón,10000044-k,g.gonzalez0044,1ro Básico,A,2025-07-01,present
Sofía González González,10000000-8,sofia,1ro Básico,A,2025-07-02,present
Matías González Díaz,10000001-6,m.gonzalez0016,1ro Básico,A,2025-07-02,present
Valentina González Contreras,10000002-4,v.gonzalez0024,1ro Básico,A,2025-07-02,present
Benjamín González Sepúlveda,10000003-2,b.gonzalez0032,1ro Básico,A,2025-07-02,excused
Martina González López,10000004-0,m.gonzalez0040,1ro Básico,A,2025-07-02,present
Lucas González Torres,10000005-9,l.gonzalez0059,1ro Básico,A,2025-07-02,present
Isidora González Espinoza,10000006-7,i.gonzalez0067,1ro Básico,A,2025-07-02,late
Agustín González Vega,10000007-5,a.gonzalez0075,1ro Básico,A,2025-07-02,present
Emilia González Gutiérrez,10000008-3,e.gonzalez0083,1ro Básico,A,2025-07-02,present
Tomás González Ramírez,10000009-1,t.gonzalez0091,1ro Básico,A,2025-07-02,present
Amanda González Cortés,10000010-5,a.gonzalez0105,1ro Básico,A,2025-07-02,present
Diego González Figueroa,10000011-3,d.gonzalez0113,1ro Básico,A,2025-07-02,present
Catalina González Jara,10000012-1,c.gonzalez0121,1ro Básico,A,2025-07-02,excused
Santiago González Campos,10000013-k,s.gonzalez0013,1ro Básico,A,2025-07-02,present
Josefa González Alarcón,10000014-8,j.gonzalez0148,1ro Básico,A,2025-07-02,present
Nicolás González González,10000015-6,n.gonzalez0156,1ro Básico,A,2025-07-02,present
Florencia González Díaz,10000016-4,f.gonzalez0164,1ro Básico,A,2025-07-02,present
Gabriel González Contreras,10000017-2,g.gonzalez0172,1ro Básico,A,2025-07-02,present
Trinidad González Sepúlveda,10000018-0,t.gonzalez0180,1ro Básico,A,2025-07-02,present
Maximiliano González López,10000019-9,m.gonzalez0199,1ro Básico,A,2025-07-02,present
Antonia González Torres,10000020-2,a.gonzalez0202,1ro Básico,A,2025-07-02,present
Joaquín González Espinoza,10000021-0,j.gonzalez0210,1ro Básico,A,2025-07-02,present
Constanza González Vega,10000022-9,c.gonzalez0229,1ro Básico,A,2025-07-02,present
Felipe González Gutiérrez,10000023-7,f.gonzalez0237,1ro Básico,A,2025-07-02,present
María José González Ramírez,10000024-5,m.gonzalez0245,1ro Básico,A,2025-07-02,excused
Sebastián González Cortés,10000025-3,s.gonzalez0253,1ro Básico,A,2025-07-02,present
Fernanda González Figueroa,10000026-1,f.gonzalez0261,1ro Básico,A,2025-07-02,present
Vicente González Jara,10000027-k,v.gonzalez0027,1ro Básico,A,2025-07-02,present
Javiera González Campos,10000028-8,j.gonzalez0288,1ro Básico,A,2025-07-02,present
Cristóbal González Alarcón,10000029-6,c.gonzalez0296,1ro Básico,A,2025-07-02,present
Maite González González,10000030-k,m.gonzalez0030,1ro Básico,A,2025-07-02,present
Andrés González Díaz,10000031-8,a.gonzalez0318,1ro Básico,A,2025-07-02,present
Ignacia González Contreras,10000032-6,i.gonzalez0326,1ro Básico,A,2025-07-02,present
Manuel González Sepúlveda,10000033-4,m.gonzalez0334,1ro Básico,A,2025-07-02,excused
Renata González López,10000034-2,r.gonzalez0342,1ro Básico,A,2025-07-02,present
Mateo González Torres,10000035-0,m.gonzalez0350,1ro Básico,A,2025-07-02,excused
Francisca González Espinoza,10000036-9,f.gonzalez0369,1ro Básico,A,2025-07-02,present
Ángel González Vega,10000037-7,á.gonzalez0377,1ro Básico,A,2025-07-02,present
Victoria González Gutiérrez,10000038-5,v.gonzalez0385,1ro Básico,A,2025-07-02,present
Eduardo González Ramírez,10000039-3,e.gonzalez0393,1ro Básico,A,2025-07-02,present
Carolina González Cortés,10000040-7,c.gonzalez0407,1ro Básico,A,2025-07-02,present
Alberto González Figueroa,10000041-5,a.gonzalez0415,1ro Básico,A,2025-07-02,present
Daniela González Jara,10000042-3,d.gonzalez0423,1ro Básico,A,2025-07-02,present
Roberto González Campos,10000043-1,r.gonzalez0431,1ro Básico,A,2025-07-02,present
Gabriela González Alarcón,10000044-k,g.gonzalez0044,1ro Básico,A,2025-07-02,present
Sofía González González,10000000-8,sofia,1ro Básico,A,2025-07-03,present
Matías González Díaz,10000001-6,m.gonzalez0016,1ro Básico,A,2025-07-03,excused
Valentina González Contreras,10000002-4,v.gonzalez0024,1ro Básico,A,2025-07-03,present
Benjamín González Sepúlveda,10000003-2,b.gonzalez0032,1ro Básico,A,2025-07-03,present
Martina González López,10000004-0,m.gonzalez0040,1ro Básico,A,2025-07-03,present
Lucas González Torres,10000005-9,l.gonzalez0059,1ro Básico,A,2025-07-03,present
Isidora González Espinoza,10000006-7,i.gonzalez0067,1ro Básico,A,2025-07-03,present
Agustín González Vega,10000007-5,a.gonzalez0075,1ro Básico,A,2025-07-03,present
Emilia González Gutiérrez,10000008-3,e.gonzalez0083,1ro Básico,A,2025-07-03,excused
Tomás González Ramírez,10000009-1,t.gonzalez0091,1ro Básico,A,2025-07-03,present
Amanda González Cortés,10000010-5,a.gonzalez0105,1ro Básico,A,2025-07-03,present
Diego González Figueroa,10000011-3,d.gonzalez0113,1ro Básico,A,2025-07-03,present
Catalina González Jara,10000012-1,c.gonzalez0121,1ro Básico,A,2025-07-03,absent
Santiago González Campos,10000013-k,s.gonzalez0013,1ro Básico,A,2025-07-03,present
Josefa González Alarcón,10000014-8,j.gonzalez0148,1ro Básico,A,2025-07-03,present
Nicolás González González,10000015-6,n.gonzalez0156,1ro Básico,A,2025-07-03,present
Florencia González Díaz,10000016-4,f.gonzalez0164,1ro Básico,A,2025-07-03,present
Gabriel González Contreras,10000017-2,g.gonzalez0172,1ro Básico,A,2025-07-03,present
Trinidad González Sepúlveda,10000018-0,t.gonzalez0180,1ro Básico,A,2025-07-03,present
Maximiliano González López,10000019-9,m.gonzalez0199,1ro Básico,A,2025-07-03,absent
Antonia González Torres,10000020-2,a.gonzalez0202,1ro Básico,A,2025-07-03,present
Joaquín González Espinoza,10000021-0,j.gonzalez0210,1ro Básico,A,2025-07-03,present
Constanza González Vega,10000022-9,c.gonzalez0229,1ro Básico,A,2025-07-03,present
Felipe González Gutiérrez,10000023-7,f.gonzalez0237,1ro Básico,A,2025-07-03,present
María José González Ramírez,10000024-5,m.gonzalez0245,1ro Básico,A,2025-07-03,present
Sebastián González Cortés,10000025-3,s.gonzalez0253,1ro Básico,A,2025-07-03,present
Fernanda González Figueroa,10000026-1,f.gonzalez0261,1ro Básico,A,2025-07-03,present
Vicente González Jara,10000027-k,v.gonzalez0027,1ro Básico,A,2025-07-03,present
Javiera González Campos,10000028-8,j.gonzalez0288,1ro Básico,A,2025-07-03,present
Cristóbal González Alarcón,10000029-6,c.gonzalez0296,1ro Básico,A,2025-07-03,present
Maite González González,10000030-k,m.gonzalez0030,1ro Básico,A,2025-07-03,present
Andrés González Díaz,10000031-8,a.gonzalez0318,1ro Básico,A,2025-07-03,present
Ignacia González Contreras,10000032-6,i.gonzalez0326,1ro Básico,A,2025-07-03,present
Manuel González Sepúlveda,10000033-4,m.gonzalez0334,1ro Básico,A,2025-07-03,present
Renata González López,10000034-2,r.gonzalez0342,1ro Básico,A,2025-07-03,present
